Zip Code,Total population,Asian percent,MONTHLY HOUSING COSTS - Median,Median age,Percent - 15 to 44 years,Percent - 30 to 34 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Owner-occupied housing percentage,Renter-occupied housing percentage,Fy 2017 Sales,Fy 2018 Sales,FY 2019 Sales
77488,14738,0.1,627,37,39.3,5.4,7.1,22.5,19.6,5.6,15.4,4.1,2.1,5.8,1.9,0.64,0.36,171350,238950,232750
77489,36786,3,1170,36,40.5,7.1,8.1,18.4,14.9,4.7,10.3,3,1.4,2.6,0.5,0.75,0.25,239000,411700,382600
77493,29984,3.9,1372,34.2,41.6,7.1,6.1,15.7,12.6,3.1,9.6,3.3,1.3,3.2,0.9,0.79,0.21,196200,236300,324900
77494,105854,18.1,2113,34.8,42,6.6,3.2,9.9,8.1,2.9,6.7,1.4,1.3,2.4,0.6,0.8,0.2,483000,782450,922800
77498,51037,28.9,1327,35.4,42.3,7,5.4,15.4,13,4.2,9.9,2.5,1.4,3.3,0.9,0.74,0.26,221100,499850,521200
77502,39040,1,796,30.4,42.7,6.1,3.6,13.5,12.2,2.6,9.9,2.2,1.8,5.2,1.9,0.61,0.39,105000,193600,314600
77503,26171,0.4,837,30.1,43.7,8.5,4,13.2,11.2,3.9,9.2,2,1.6,3.2,1,0.51,0.49,268000,417800,535400
77504,23327,2.9,874,31.3,41,7.7,5,16.1,13.7,3.7,11.1,3,1.4,4.4,1.6,0.4,0.6,171850,307550,306900
77505,24230,3,1200,33.6,41.7,8.9,6.4,16.1,12.6,4.2,9.7,2.3,1,3.2,1.2,0.68,0.32,320450,584950,642900
77506,37736,0.5,728,28.2,43.2,7,3.7,10.3,8.6,2.3,6.5,1.8,0.9,2.4,0.8,0.4,0.6,274550,316150,341700
77510,14608,0.2,881,44.2,32.6,5.4,7.1,24.1,20.6,5.5,17,6.1,3,5.4,1.2,0.78,0.22,119000,202950,200200
77511,46121,1.1,868,35.4,40.4,6.1,5.4,18.8,16.5,4.2,13.4,3.2,2.3,6,2,0.71,0.29,469150,751900,806950
77514,4443,5.7,612,40.6,37,5.4,8.6,26.7,22.4,7.2,18.1,3.5,4.2,7.4,2.1,0.81,0.19,64000,170950,144000
77515,31627,0.7,794,37.6,40.9,6.5,6.8,19,16.3,3.6,12.2,3.7,2.9,4.9,0.9,0.68,0.32,419000,609350,689200
77517,5688,0,808,39.5,42.4,6.5,6.1,19.5,16.2,1.2,13.4,5,4.3,7.1,2,0.94,0.06,82000,68400,52300
77518,10984,2.7,770,32,41.1,9.5,5.5,13.1,11.2,3.9,7.6,1.7,0.7,2,0.9,0.64,0.36,121000,182600,240700
77520,36694,0.8,775,32.7,39.8,7.6,5.1,16.7,14.3,3.9,11.6,2.4,2,5.3,1.6,0.57,0.43,486200,767750,764750
77521,57125,3.6,991,32.3,43.6,7.4,5.1,15.8,13.4,3.4,10.7,2.2,2.3,5.2,1.7,0.62,0.38,769400,1263750,1608250
77523,21366,1.1,1411,32.6,39.2,7.5,4.1,11.1,9.3,3.4,7,2.1,1,1.5,0.2,0.82,0.18,447000,678900,1012050
77530,31119,0.2,877,31.7,43.5,7.4,4.4,11.5,9.7,2.9,7.2,2.5,0.8,1.8,0.5,0.64,0.36,198000,369700,364350
77531,16078,0.3,809,32.9,43.6,8.8,4.2,13.5,11.7,3.4,9.3,2.5,1.2,3.4,1.2,0.53,0.47,485000,649850,708000
77532,28320,1,1054,35.7,41.5,8,6.4,17.6,14.9,4.5,11.2,2.5,1.8,4.2,1.6,0.79,0.21,341000,445000,429350
77533,849,0,655,38.8,36.9,9.5,7.8,20.3,17.2,3.3,12.5,3.2,0.8,6,4.2,0.66,0.34,1600,3000,0
77534,2426,0.6,1060,40.9,36.8,3.8,6.6,15.4,11.5,4,8.8,1.9,1.5,2.9,0.9,0.83,0.17,27000,34000,78450
77535,32904,0.9,749,36.4,43.1,7.3,4.7,15.9,13.5,4.4,11.1,2.9,1.3,3.8,1.3,0.8,0.2,302000,463700,590000
77536,32392,1.7,1172,36,39.8,6.5,6.1,18.4,15.7,5.2,12.3,2.9,2,4.2,0.9,0.77,0.23,539950,902150,1042200
77538,906,0,502,43.6,43.7,2.4,6.6,25.4,20.6,8.1,18.8,1,6.4,9.7,2,0.94,0.06,2000,65350,50950
77539,42607,4,1040,35.5,42.9,8.7,7.9,19,15,4.4,11.1,2.6,1.7,4,1.5,0.7,0.3,375000,769250,697900
77541,18525,0.5,667,32.7,42.2,5.7,5.4,14.9,12.3,3.9,9.5,2.1,1.7,3.5,0.6,0.58,0.42,298000,633950,937100
77545,25036,1.9,1398,30.7,47.4,8.6,4,8.7,7.7,2.7,4.7,1.2,0.3,0.8,0.4,0.84,0.16,59000,124800,123650
77546,52261,8.4,1433,39.6,35.8,5.1,5.3,18.8,16.5,4.9,13.5,3.7,2.1,4.9,1.3,0.79,0.21,316050,529600,729800
77547,10077,0,685,28.5,44.7,6.9,2.9,11.1,9.9,1.9,8.1,2.4,1.2,3.9,1.1,0.63,0.37,29000,68050,79500
77550,22070,4,822,39.9,40.3,6.8,7.1,23.1,19.4,5.2,16,3.8,3,7,2.1,0.41,0.59,139400,273850,152650
77551,21203,2.2,907,36.4,46,7.6,5.1,18.2,16.1,5,13.1,3.3,2.3,4.9,1.4,0.39,0.61,258000,359350,383700
77554,8249,3.2,1179,49.2,38.1,2.8,11.6,30.4,25.3,8.4,18.7,4.9,2.3,5.4,1.3,0.65,0.35,165700,233050,296400
77562,10665,0.3,752,36.9,38,4.2,7.4,22,19,6.2,14.5,3.1,2.3,5.2,2.1,0.75,0.25,66300,151300,133600
77563,10067,0.3,866,39.3,33.7,8.6,8.2,25,21.2,4.6,16.8,5.1,3.3,7.1,2,0.72,0.28,106000,148500,142450
77564,1986,0,567,39.7,32.9,8.4,4.4,30.7,30.1,9.9,26.2,8.2,4.4,8.2,3.7,0.9,0.1,11000,31000,-2000
77565,7233,2.6,1298,46.3,34.6,4.3,7.7,28.2,23.6,4.7,20.5,4.2,4.2,11.6,5.8,0.55,0.45,114000,167850,144150
77566,29441,2.8,1063,36.7,40.3,6.3,6.2,20.5,17.9,4.4,14.3,3.2,2.9,6.7,2.2,0.68,0.32,360500,638650,724000
77568,15640,2.3,830,40.2,38.4,5.2,7.1,21.5,19,5.3,14.4,3.1,2.1,6,2,0.67,0.33,111850,155200,180200
77571,37374,1.2,1074,37.7,40,6.4,7.6,19,16.2,4.2,11.4,3.1,2,4,1.2,0.74,0.26,757900,1258850,1161700
77573,85108,5.3,1551,34.9,41.5,7.8,4,13.6,12.4,4.3,9.6,2.1,1.2,3.2,1.3,0.75,0.25,663350,976150,998650
77575,17005,0.4,754,33.7,39.4,8.4,6.1,19.5,17.2,5.2,13.5,2.3,2.8,5.9,2,0.73,0.27,140000,305100,260750
77578,18636,10.4,1683,34.7,43.8,7.7,4.9,14.8,11.8,5.1,10,2.3,1.1,2.5,0.5,0.87,0.13,145000,258300,355000
77581,47625,6.4,1369,35.6,38.7,7.6,5.3,17.8,15.8,3.5,12.5,2.9,2.9,6.2,1.8,0.75,0.25,659550,1016900,879400
77583,35308,4.4,1234,35.1,45.6,6.9,4.7,13,10.7,3.5,8.3,3.1,0.8,1.7,0.7,0.81,0.19,61800,142900,107250
77584,87121,17.1,1624,34.4,43,9.4,4.6,12.7,11.1,3,8.2,2.4,1.3,2.8,0.9,0.74,0.26,542850,978700,974000
77585,880,0,388,43.6,38,4.7,12.7,25.2,16.9,6.1,12.5,1.6,0,4.8,4.8,0.89,0.11,0,0,0
77586,22182,2.3,1237,40.4,38.5,6.5,6.4,18.3,15.2,4.7,11.9,2.3,2,4.9,1.3,0.65,0.35,290000,465150,297400
77587,16901,1,731,28.6,42.6,5.2,3.1,11.5,10.4,3.1,8.4,1.5,1.7,3.8,1.2,0.6,0.4,145700,324250,264350
77590,31084,0.4,788,38.8,36.3,4.4,6.8,21.6,18.9,4.5,14.8,2.9,2.4,7.4,2.5,0.6,0.4,510750,683750,597350
77591,14073,1,874,36.1,39.3,6.9,6.8,23.1,19.7,4.8,16.3,4.4,2.1,7.2,1.7,0.54,0.46,31500,71250,56550
77598,24689,7.6,1028,30.2,53.9,10.1,4,11.7,9.6,2.7,7.7,1.9,0.8,3.1,0.7,0.21,0.79,204950,443900,501850
77611,8325,0.5,902,35.5,40.3,8.6,6.2,18.7,16,1.7,12.5,3.6,3,7.2,1.9,0.77,0.23,144000,312200,269950
77612,9134,0,506,41.4,37.9,7.9,5.1,26.4,24.1,6.1,21.3,5.8,3.4,9.4,4.5,0.84,0.16,59000,115000,164750
77613,1048,0,657,48,25.9,6.5,8.3,28.3,23.5,5.6,20,2.6,5.6,11.8,5.2,0.77,0.23,30000,28000,21000
77619,15775,2.2,835,37.5,38.8,6.8,5.5,21.6,19.1,4,16.1,3,4.2,9.2,2.5,0.7,0.3,344000,612150,560050
77622,1464,0,790,35.6,36.3,5.7,4,19.7,17.5,1.8,15.6,3.1,3.2,10.7,4.1,0.91,0.09,7650,11000,13000
77623,515,0,431,53.2,18.4,8.9,7.8,33.6,30.7,13.4,25.8,4.7,2.3,7.8,4.9,0.8,0.2,5000,4000,0
77625,9691,0.6,612,35.3,43,6.4,5.7,17.9,15.7,2.5,12.2,3.2,2.4,6.4,2.2,0.85,0.15,95000,151450,86350
77627,21198,2.8,869,40.9,37.7,7.5,4.9,22.3,20.1,5.3,17.4,4.1,4,8.1,2.1,0.71,0.29,348350,685550,846550
77629,634,0,577,46,28.4,3.6,2.1,22.6,21.9,9,20.5,5.4,1.1,6.2,3.6,0.8,0.2,4600,14400,19000
77630,28740,0.8,682,38.2,38.7,6,5.7,21.4,19.4,5.4,15.7,3.8,2.5,6.5,2,0.66,0.34,301400,510150,611650
77632,23475,2.5,728,39.9,35.7,5.4,7.5,22.5,18.7,5,15,4,2.8,6,1.5,0.83,0.17,186000,340650,463000
77640,15964,2.8,496,38.2,35.5,6.5,6.7,21,18.4,4.5,14.4,3.6,2,6.3,2.7,0.62,0.38,246000,541350,484250
77642,38845,8.1,644,31.9,41.4,8.2,5.4,16.3,14,3.5,10.9,2.4,1.9,5.1,1.6,0.53,0.47,188600,458150,348200
77650,1611,0,820,50.5,29.2,0.8,16.8,33.8,28.4,14.3,17,0.2,0,2.5,1.9,0.74,0.26,21000,39100,36450
77651,12840,4.7,862,41.2,36.4,5.1,6.9,23.2,20.9,5,16.2,4.2,3.3,7.1,1.9,0.75,0.25,134200,303150,321000
77656,16362,0.9,562,40.4,36.6,6.1,7.2,24.5,21.8,6.6,17.3,4.3,2.3,6.4,2.1,0.77,0.23,238000,410900,458300
77657,21427,0.1,744,39.1,36.8,6.4,5.6,21.5,18.9,5.5,15.9,4.1,2.9,6.3,1.7,0.79,0.21,156000,319350,323350
77659,4722,0.9,817,42.1,33.1,6,6.4,21.9,19.3,6.8,15.5,4.3,2.1,4.4,0.9,0.84,0.16,69000,153700,181400
77660,1182,0,412,43.3,32.5,4.7,9,24.4,16.2,8,15.4,3,1.5,4.4,1.4,0.88,0.12,24000,28050,49000
77662,26394,0.4,547,36.6,38.2,6.9,5.4,19.8,17.8,5.2,14.4,3.3,3,5.9,1.8,0.79,0.21,368300,520250,580550
77664,2229,0,397,48.3,31.8,2.5,6.3,22.1,20.8,6.9,15.7,2.5,3.3,6.4,2.2,0.9,0.1,0,9000,14600
77665,6252,0.3,591,39.6,37.6,6.1,7.1,20.8,18.8,5.2,13.7,2.4,2.9,6,1.2,0.76,0.24,190200,247550,247350
77701,13216,2.4,535,35.3,38.7,6.5,6.2,19.9,18,4.5,13.7,3.5,3.3,5.6,1.2,0.54,0.46,268450,473850,376550
77702,3091,1.6,846,37.2,41.3,6.6,3.4,9,7.8,2.8,5.6,0.4,0,2.5,1.8,0.49,0.51,23000,50000,46000
77703,14288,0.1,605,32.1,43.5,6.9,5.1,16,14.6,4.1,10.9,3.1,1.2,3.8,1,0.5,0.5,137000,237650,186700
77705,40819,2.2,657,36.1,50.7,9,5.6,15.5,13.2,3.7,9.9,2,2.1,4.2,1.2,0.63,0.37,524300,922300,835400
77706,29249,6,941,39,38.5,6.2,6.1,25,22.1,5.9,18.9,3.9,3.6,9.1,2.5,0.57,0.43,372000,655650,565000
77707,17954,3.1,952,35,40.8,6.9,5.3,21,18.7,5,15.7,4.2,2.4,6.5,1.7,0.72,0.28,399800,733700,722700
77708,12288,0.9,852,33.5,38.5,6.5,5.7,18.6,15.6,4.2,12.8,2.6,2.4,6.1,1.8,0.57,0.43,101000,270050,202750
77713,14402,3,1013,35.6,40.8,7.2,7.9,19.8,16.2,5.1,11.9,2.7,1.2,4.1,1.4,0.62,0.38,260000,350000,352150
77801,16759,6.1,800,24.7,64.2,8.4,3,7.1,6,1.5,4.1,1.3,0.8,1.3,0.2,0.17,0.83,162000,226000,170900
77802,26185,3.1,951,35.4,42.1,7.8,5,22.9,20.6,4,17.9,3.7,2.5,10.1,3.5,0.51,0.49,479550,733950,683500
77803,30609,0.1,771,30.4,46.1,8.8,4.7,12.2,9.9,3,7.5,2.4,0.9,2,0.4,0.58,0.42,464550,766050,1033400
77807,10288,0.7,870,31.3,50.2,8.5,5.3,12.8,9.9,1.9,7.5,2.2,1.8,3.4,1.5,0.63,0.37,132150,240100,271600
77808,10849,0.1,1069,41.2,33.2,5.4,7.2,22.2,19,5.3,15,3.3,2.5,6.5,1.6,0.91,0.09,121000,243100,222000
77830,2830,0,441,42.6,33.7,5.1,6.3,28.6,26.4,7.4,22.3,6.9,3,8,3.8,0.86,0.14,56000,46850,95850
77831,3115,0,638,50.7,23.9,3.8,6.3,31.8,29.8,7.9,25.5,11.7,2.6,5.9,1.9,0.89,0.11,4000,32000,15000
77833,29060,2.1,799,38.9,37.8,5.9,6,24.6,22,5.4,18.5,4.6,2.5,8.6,2.2,0.76,0.24,986500,1208800,1113000
77836,12022,0.5,585,42.9,35.1,4.9,7.4,26.4,23.5,7.1,19,4.1,3.2,7.8,2.4,0.78,0.22,168050,249600,357100
77837,1889,0.2,555,39.9,37.1,3.7,5.2,25.9,24.4,7.5,20.7,5.3,2.2,7.9,2.8,0.66,0.34,2000,0,2000
77840,59673,10.6,890,21.7,81.3,5.9,1.5,5.1,4.2,1.2,3.5,0.8,0.6,1.5,0.4,0.13,0.87,128000,245750,210500
77845,59512,7.8,1284,30.8,48.1,6.4,4.9,14.8,12.7,4,9.9,2.5,1.7,3.5,0.9,0.66,0.34,519800,667050,804050
77853,1287,8,696,43.5,37.8,5.1,9.3,26.8,23,7.7,17.5,4.7,2.7,5.1,1.1,0.84,0.16,10000,9100,19500
77856,5037,0.7,626,43.3,31.8,5.4,5.7,28.5,25,8.3,22.8,4.6,2.8,9.9,3,0.76,0.24,45000,57000,95000
77859,7393,0,636,37,34.5,5.8,8.2,20.1,15.7,4,11.9,3.6,1.8,4.4,0.5,0.76,0.24,144950,214400,323800
77864,6935,1.8,706,44.2,27.9,3.2,8,28.2,24.8,5.8,20.2,4.6,3.7,9.8,4,0.71,0.29,74000,117450,123000
77865,1778,2.8,518,53.5,29.5,3.9,6.9,40.3,39.3,13.4,33.4,5.7,7,14.2,3.4,0.95,0.05,80700,104500,66750
77868,17027,0.1,593,37.7,40.3,6.1,6.5,19.6,16.4,3.8,13.1,3.2,2.8,6.1,1.9,0.71,0.29,269000,501200,717700
77871,2568,0,514,55.5,20.2,3.7,12.3,41.1,34.9,6.9,28.7,7.9,6.9,13.9,0.8,0.77,0.23,27000,34000,65000
77872,1577,0,515,40.1,34.1,6,6.3,27.3,24.1,5.2,20.9,8.8,3.2,7,2.7,0.9,0.1,46000,73150,80900
77879,5251,0,499,44,30.9,7.1,8.4,31.6,27.6,6,23.2,8.4,4.4,8.8,1.7,0.81,0.19,19000,23000,32000
77901,43424,0.9,812,32,43,7.3,5.2,17.5,15,4,12.3,3.1,1.8,5.2,1.2,0.52,0.48,482950,735600,804750
77904,27570,2.1,995,39,35.7,5.4,6,24.2,22.1,5.2,18.2,4.5,3,8.5,2.9,0.71,0.29,531650,745100,689350
77905,14326,0,708,42.5,34.2,7.1,8.2,23.9,21.6,6.1,15.8,4.1,1.8,5.6,1.7,0.87,0.13,170000,249800,217700
77951,2059,0,416,38,39.6,5.1,4.5,20.1,18.9,6.2,15.6,3.7,3.1,5.7,1.8,0.69,0.31,13000,1000,12000
77954,12256,0,667,40.1,36.7,6.6,7.4,23.1,20.3,5.5,15.6,2.8,3.1,7.3,1.7,0.68,0.32,248850,377450,443100
77957,8494,0.4,780,39.9,35.4,5,6.6,25.2,22.5,5.8,18.6,4.9,3.5,7.9,2.2,0.67,0.33,319000,199000,314100
77962,3178,0.3,691,35.7,38.1,5.7,2.8,17.6,16,2.9,14.8,3,3.2,8.9,3.2,0.77,0.23,71000,138700,160500
77963,5991,0.2,464,45.6,30.7,5.1,7.7,28.8,25.6,7.1,21.1,4.5,4.7,9.6,3.8,0.81,0.19,115000,146450,109300
77964,8269,0.4,566,45.7,29.7,4.8,8.2,31.4,27.9,7.5,23.3,5.2,3.3,10.5,3.7,0.75,0.25,192750,245600,233550
77968,3054,0,858,39.8,35.5,7.3,8.5,29.6,26.6,6.7,21.2,4.5,2.6,9.9,4.9,0.89,0.11,13000,25000,14950
77975,1942,1.9,641,45.8,30.7,4.3,7.9,32.3,28.8,7.8,24.4,3.8,4.6,12.8,4.2,0.71,0.29,26000,46900,32000
77977,747,0,395,39.3,36,5,7.2,22.9,19.5,4.1,15.7,5,4.3,6.6,2.3,0.79,0.21,8000,16000,21600
77978,774,0.9,746,30.2,45.7,12.7,2.2,12.5,10.9,3.1,10.3,1.2,1.9,6.1,3,0.56,0.44,58000,66000,107000
77979,17526,5.9,689,38,37.1,6.3,6.1,21.8,19,5.3,15.7,3.6,2.6,6.8,1.9,0.7,0.3,376150,590050,895550
77983,2351,2.8,682,39.1,35.6,4.1,6.7,26.3,23.4,6.2,19.6,6.5,4.7,6.9,1.2,0.77,0.24,45000,55000,45000
77984,3954,0.1,577,46.8,28.4,4,6.8,32.4,29.8,6.3,25.6,5.7,7.4,13.6,2.9,0.82,0.18,125000,218800,213800
77990,864,0.6,617,32.8,33.8,6.6,4.2,23.6,22.2,5.7,19.4,5.3,1.5,8.4,6,0.68,0.32,27000,51750,38000
77995,9847,0,616,38.7,37.3,6.4,6.7,24.5,21.4,6,17.7,3.7,3.4,8.1,2.3,0.76,0.24,185000,254900,302300
78002,7904,0,650,38.4,42.1,6.7,5.3,21,18.3,4.8,15.7,5.1,1.9,5.8,1.2,0.76,0.24,19000,35000,124000
78003,8958,0.2,756,53.4,28.6,4.5,7.9,35.7,32.8,10.2,27.7,6.2,5.3,11.4,2.3,0.84,0.16,171000,252300,283600
78006,31709,0.4,1246,43.7,31.8,5.1,7.1,26.2,23.7,5.6,19.1,5.7,3.2,7.8,2.6,0.72,0.28,495000,799700,972750
78009,8910,0.5,920,38.3,34.8,5.2,6.3,22,18.3,6.8,15.7,5.2,1,3.7,0.5,0.83,0.17,140000,204750,210900
78010,3401,0.8,536,47.2,29.5,4.8,11.3,31.4,27.3,9.2,20.1,4.1,2.8,6.8,1.1,0.8,0.2,27000,66000,44700
78011,2030,0,505,40.9,31.9,6.1,9,28.5,22.8,8.4,19.5,4.6,4.3,6.6,1.8,0.79,0.21,58000,123350,96650
78013,6574,0.3,837,40.1,41.3,4.4,5.3,23.4,20.9,5.6,18.1,5.1,2.1,7.5,1.2,0.77,0.23,139000,260500,292000
78014,5616,0.2,464,32.2,43.6,6.4,5,18.3,17.3,2.2,13.3,4.3,1,6.9,4.9,0.71,0.29,129000,223350,300300
78015,13897,1.6,2209,42.4,34.5,7.3,6.5,25.1,22,7.4,18.6,5.3,2.9,5.9,1.8,0.88,0.12,17000,13000,14850
78016,8895,0,578,41.3,34.3,3.6,9.5,27.1,21,5.5,17.6,3.9,4.5,8.1,2.5,0.79,0.21,170250,227700,239350
78017,5514,0.6,546,26.6,52.9,7.5,2.1,13.5,12.9,5.1,11.3,3,0.2,3.2,1.2,0.56,0.44,79850,104850,118400
78019,1505,0,496,39.4,47.1,6.5,3.4,18.9,17.5,8.1,15.5,2.9,4.1,4.5,0.2,0.67,0.33,44000,52000,44150
78022,4286,0,558,45.7,31.3,7.1,8.1,32.9,30.8,8.3,24.7,5.1,3.7,11.3,2.2,0.78,0.22,148250,232950,275000
78023,29872,6.7,1806,37.7,39,5,4,15.3,13.6,4.9,11.3,2.7,1.4,3.7,1.7,0.92,0.08,185000,271000,293000
78025,4523,0.2,621,45.2,32.7,2.8,6.5,29.2,28.1,5.3,22.7,4.3,7.8,13.1,3.2,0.81,0.19,97000,129650,172000
78026,6094,1.6,656,34.6,43,5.4,5.5,22.8,20.7,6.3,17.3,6,1.9,5,2.7,0.72,0.28,65000,117150,130700
78028,39626,1,735,48.8,30.8,5.1,7.3,35.5,33,7,28.3,7.6,5.1,13.7,4.1,0.69,0.31,687000,1079600,1381000
78039,1528,0,604,43.1,34.8,7.4,4.7,20.7,18.4,4.1,16,4.3,4.4,7.7,1.6,0.87,0.13,15000,31800,53000
78040,42324,0.2,577,29,38.8,6.2,4.2,16.8,15.2,3.1,12.6,2.7,2.7,6.7,1.8,0.44,0.56,254700,215550,217400
78041,46671,0.9,816,33,42.8,6.5,4.9,17,15.1,4.1,12.1,3.5,1.6,4.5,1.4,0.55,0.45,512000,744050,740850
78043,44762,0.5,747,27.7,44.4,7.2,3.4,12.8,11.5,3.3,9.4,1.7,1.7,4.4,1.6,0.57,0.43,247000,307200,248500
78045,64705,1,1217,30,45.2,6.7,4.6,11,9,2.7,6.4,1.4,1,2.2,0.6,0.77,0.23,318000,423900,462100
78046,69471,0,776,24.2,45.2,6.2,2.9,8.7,7.5,2.2,5.9,1.7,0.8,1.9,0.5,0.72,0.28,92000,100550,88000
78052,6838,0,650,36.8,40.5,5.8,3.6,18.1,16.3,4.7,14.5,2.3,3,7.5,2.4,0.81,0.19,86000,166000,172900
78055,1945,0,685,49.2,26.2,4.6,11,39.5,34.2,8.5,28.5,10.1,5.2,10,0.7,0.75,0.25,12000,10000,15000
78059,6131,0.9,856,45.8,34.9,3.4,6.7,25,21.5,7.6,18.4,3.8,1.9,7,2.1,0.92,0.08,31000,55200,37750
78061,12595,0.7,578,32.4,46.7,9.1,5.9,19.9,17.7,4.6,14,3.3,2.9,6.1,2,0.7,0.3,111000,183450,272850
78063,9936,0.3,838,50.7,27.3,4.1,11.2,33.4,28.5,7.1,22.2,7.3,4.2,7.8,2.8,0.86,0.14,28200,27000,17900
78064,15966,0.4,798,34.7,39,8.8,5.8,19.4,18.2,4.4,13.6,2.9,1.8,6.3,2,0.7,0.3,384000,632250,762300
78065,10181,0.2,609,32.3,41.4,4.7,6.5,19.1,15.6,5,12.6,2.4,3.3,5.2,1.2,0.76,0.24,46100,85850,93850
78069,5874,0,598,32.3,37.5,7,4.1,16.5,14.9,7.1,12.4,1.8,1.9,3.4,1,0.8,0.2,49000,56000,50000
78070,15559,0,1281,47.9,30.4,4.7,9.1,28,24.8,7.4,19,4.7,2.6,7,3,0.89,0.11,175100,272050,400000
78071,4510,1.7,490,36.2,49.1,9.7,3.4,15.6,14.4,2.7,12.2,3.7,1.6,5.8,1.2,0.8,0.2,109000,118550,161450
78072,404,0,448,42.8,26,3.5,5.7,33.7,33.2,9.4,28,8.9,4.7,9.7,0,0.81,0.19,55000,72000,67350
78073,9269,0.2,555,31.4,37.5,6.4,3.8,13.3,11.4,4,9.5,2.1,1.4,3.4,1.3,0.75,0.25,92000,118000,153750
78076,13202,0.8,409,29.3,41.1,6.5,3.6,15.7,13.4,3.8,12.1,2.6,3.2,5.7,1.5,0.72,0.28,57000,82250,41400
78101,6911,0.3,996,42.6,39,5.8,9.7,26.4,23.5,7,16.7,4.3,2.1,5.4,1.7,0.94,0.06,251000,254000,372000
78102,28648,0.6,686,34.7,47,9.3,3.9,14.6,12.5,3.8,10.7,2.4,1.4,4.5,1.5,0.59,0.41,213000,413250,550000
78108,35986,2.7,1540,34,44.1,7.5,2.7,11.4,10.3,3.8,8.7,2.4,1.4,2.6,0.6,0.8,0.2,145000,268850,310850
78109,40093,3.3,1167,30.2,45.2,7.8,4.2,11.2,9.5,2.6,7,2.1,0.9,2.2,0.7,0.71,0.29,613800,908050,942800
78112,8129,0.1,721,30.7,40.6,7.3,5.3,14.1,11.6,3.9,8.8,1.7,1.9,3.2,1.2,0.84,0.16,101650,179900,180800
78113,2877,0,743,42,32.5,3.1,7.5,22.1,20.9,4.2,14.7,4.2,1.8,6.2,1.6,0.76,0.24,94000,128150,102000
78114,22409,0.5,863,41.4,34.6,5,7.7,23.7,20.6,5.8,16,3.4,2.2,6.8,1.7,0.79,0.21,384800,753550,599050
78118,3862,0.2,542,33.6,42.2,9.2,4.2,19.4,18.6,3.7,15.2,3.3,3.9,8.3,1.9,0.71,0.29,74000,153750,212950
78119,7521,0.1,468,33.6,51.3,10.5,3.9,16.2,13.9,2.3,12.3,3.4,2.7,6.6,2.4,0.75,0.25,190000,344850,379250
78121,12726,0.1,1163,38.5,38.7,7.8,4.8,16,14.3,4.3,11.2,2.3,1.8,4.6,1.1,0.9,0.1,188000,300750,278000
78123,2527,0,827,48.3,31.1,8.6,13.1,30.1,24,4.5,17,6.5,2.1,6.1,1.5,0.74,0.26,32000,64000,27000
78124,5961,0.2,833,44.3,34.1,6.3,6.5,22.1,20.3,5.3,15.6,4.4,3.5,5.9,1.3,0.83,0.17,68650,103050,96300
78130,70055,1.3,1085,36.2,41,7.3,5.2,19.3,16.6,4.9,14.1,3.3,2.1,5.9,1.8,0.64,0.36,1094000,1545850,2228150
78132,26918,0.7,1303,43.9,32.7,5.5,8,24.7,21.5,6,16.7,4.7,3.5,5.9,1.6,0.87,0.13,270000,427700,441800
78133,18942,0.4,957,49.6,30.4,4.2,8.1,31,27.4,6.3,22.9,7,4.8,9.5,2.4,0.8,0.2,277000,364050,509750
78140,3736,0,406,33.8,45,6.1,5.8,14.7,12,4,8.9,1.7,1.5,3.1,0.7,0.67,0.33,74000,69650,167400
78146,559,0,544,32.4,45.8,11.6,7,24.2,22.2,7.5,17.2,4.1,1.1,5.5,1.1,0.75,0.25,31000,40000,44000
78147,2156,0,729,35.3,40,4.5,5.7,16.8,14.6,4,11.1,2.9,2.1,4.3,1,0.69,0.31,33000,85200,101000
78148,21456,2.3,1005,35.1,41.3,8.9,5.7,20.1,17.7,3.9,14.5,4.1,3,6.5,2.4,0.57,0.43,273000,600800,794950
78151,1529,0,480,40.1,36.4,6.5,3.5,24.5,23.1,8.4,21,6.3,2.9,6.2,0.9,0.69,0.31,2000,11000,18000
78152,2155,0,947,42.3,35.5,4.9,4.7,21.4,19.8,7.1,16.7,2.5,2.1,7,3.2,0.88,0.12,52000,54000,63000
78154,38293,3.4,1292,36.5,39.8,7.5,5.5,17.1,14.9,4.1,11.5,2.8,2,4.6,1.7,0.71,0.29,437000,828800,919000
78155,47469,1.2,776,38.2,38.7,6.1,5.5,22.9,20.7,5.6,17.4,3.9,2.9,7.9,2.6,0.71,0.29,802750,1009550,974400
78160,4424,0.8,605,46.8,30.7,7.3,7.6,30.2,25.9,6.7,22.6,6.9,5.1,9,1.2,0.81,0.19,229000,256500,268850
78161,628,3.2,768,44.7,38.4,3.8,8,18.5,16.2,7.8,10.5,0,1.1,2.7,1.6,0.91,0.09,30000,22000,38000
78163,10703,0.2,1404,45.1,29.8,2.8,10.3,26.6,22.1,6.2,16.2,4.5,2.7,5.6,1.4,0.94,0.06,104000,172000,258150
