Zip Code,Median age,Percent - 10 to 14 years,Percent - 15 to 17 years,Percent - 15 to 19 years,Percent - 15 to 44 years,Percent - 16 years and over,Percent - 18 to 24 years,Percent - 18 years and over,Percent - 20 to 24 years,Percent - 21 years and over,Percent - 25 to 29 years,Percent - 30 to 34 years,Percent - 35 to 39 years,Percent - 40 to 44 years,Percent - 45 to 49 years,Percent - 5 to 14 years,Percent - 5 to 9 years,Percent - 50 to 54 years,Percent - 55 to 59 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Percent - 85 years and over,Percent - Under 18 years,Percent - Under 5 years,Total population,Fy 2017,Fy 2018,FY 2019 Through 7/31/2019
78596,30,8.9,5.4,7.9,40.4,70.8,9.9,67.1,7.3,63,7.2,6.1,6.1,5.7,5.2,17.7,8.7,5.2,5,3.8,16.6,14.9,3.9,12.9,2.9,2.3,6.1,2,1.8,32.9,9.9,65013,197600,222300,204450
78597,59,3.7,2.7,3.4,16.9,91.1,3.2,91.1,2.5,90.4,6.9,0,2.3,1.7,4.3,6.2,2.5,16.7,8.9,19.7,47,36.8,7.3,27.3,8,8,12,4,0,8.9,0,2856,55000,60600,63000
78602,40.8,7.5,4,6.5,37.1,79.2,6.6,76.4,4.2,72.6,6.2,6.2,6.4,7.5,8.3,13.3,5.9,5.5,5.8,6.9,23.7,21,6.5,16.8,5.3,2,5.1,1.5,1.6,23.6,6.3,28027,430350,643350,756200
78605,42.7,7.1,4.3,7.6,34.5,82.1,10.8,78.7,7.6,75.1,4.1,4.3,7.2,3.8,6.4,11.8,4.7,8.5,4.1,10.1,29.5,24.1,9.9,19.4,6.2,1.5,3.3,1.2,0.6,21.3,5.2,5955,72000,66350,52000
78606,48.2,5.6,3.9,5.9,30.7,84.6,7.8,81.9,5.8,77.9,4.2,2.3,3.1,9.4,6.6,9.3,3.7,7.4,9.4,11.2,31.7,25.5,8.8,20.5,5.4,2.3,6.3,2.9,1.1,18.1,4.8,5552,73000,115800,176350
78609,60.9,0.9,2.8,5.4,17.8,92.3,4.1,90.5,1.4,87.8,2.5,1.8,4,2.7,5.5,3.4,2.5,8.7,9.5,16.6,51.7,47.8,10.8,35.1,7.2,7.9,17.1,5.6,3.6,9.5,3.3,1948,43000,70000,81000
78610,34.4,7,3.7,6.7,44.3,76.1,8.8,73.3,5.8,69.2,6.1,9.4,9.2,7,5.7,15.4,8.4,5.8,7,6.3,14.3,11.6,3.5,8,2.7,1.3,1.9,0.3,0.2,26.7,7.6,32692,233000,435450,712250
78611,41.4,6,3.4,5.2,35.3,79,7.6,77.4,5.8,74.5,6.1,6.4,5.9,5.9,4.2,12.4,6.4,6.3,7.8,7.8,27.2,24.6,5.7,19.5,5.4,3,8.4,3.2,2.3,22.6,6.8,13016,289350,398850,546850
78612,38.3,9.1,5.1,6.4,35.1,74.9,5.3,71.2,4,69.8,3.9,7.6,6.4,6.7,6,17.3,8.1,7.6,9.6,7.9,18.1,15.5,4,10.1,2.4,1.6,3.7,1.7,0.4,28.8,6.4,12484,129000,251350,292650
78613,35.1,9.6,4.9,7,43.3,73.5,6.5,70.2,4.4,67.1,6.1,7.5,9.3,9.1,8.7,18.2,8.5,6.2,5.2,3.8,11.7,10.1,2.9,7.8,2,1,3,1,1.1,29.8,6.8,77779,626950,793350,856450
78615,46.9,1.8,1.4,5.7,33.5,86,9.7,84.6,5.4,78.9,7.1,3.9,4.1,7.4,4.7,9.5,7.6,7.3,10.3,11.8,30.2,23.7,8.1,18.4,3,1.6,7.3,0.8,4.9,15.4,4.5,931,28000,48800,19000
78616,33.3,6.8,4.5,5.8,39,73.9,10.1,71,8.8,66.8,5,7.8,5.1,6.6,6.8,15.7,9,6.8,7,5.9,15.9,12.8,4.1,10.1,3.2,1.3,2.8,0.5,1.1,29,8.7,7518,14000,40000,58000
78617,29.6,8.9,6.3,10.9,49.9,72.1,12.1,68.1,7.6,61.8,6.3,8.2,8.6,8.3,7,17.5,8.6,4.9,5.9,3.2,6.7,5.1,1.5,3.5,1.1,0.6,0.9,0.3,0.1,31.9,8.1,27900,154000,229650,245000
78620,43.1,7.9,5.7,7.5,32.7,78.1,5.4,74,3.6,71,2.9,3.8,8.1,6.9,7.3,16.3,8.4,9.2,8.9,8.2,21.6,17.8,5.7,13.4,3.2,2.5,4.5,1.5,0.5,26,4,15452,202550,253500,383600
78621,35.1,8.8,4.5,5.9,38.3,74,6.4,71.7,5,68.9,7.8,7.2,7,5.5,5.2,16,7.2,7.2,7,6.7,18.4,15.6,4.6,11.6,2.7,1.6,4.3,1,1.8,28.3,7.9,22261,272000,461150,408050
78624,50.3,7,3.6,6,27.2,82.1,5.9,79.7,3.5,77,3.8,4.1,4.6,5.2,5.7,11.6,4.5,5.8,7.1,9.2,37.4,33.4,8.3,28.2,6,6,13.9,3.6,4.3,20.3,5.2,21687,296000,363750,588750
78626,35.2,6.6,4,8,44.7,78.7,12.2,76.2,8.2,70.6,6.3,7.5,7.3,7.4,6.8,14.6,8,6.2,5.4,5.7,17.1,14.4,3.4,11.4,2.9,1.7,5,1.2,2.1,23.8,5.2,32529,253000,284950,331800
78628,43.6,6.9,4.2,6.7,33.4,79.8,6.7,77.3,4.2,74.3,4.2,5.5,6.8,5.9,6.7,12.2,5.3,6.6,8.2,6.9,26.7,24,6.7,19.8,5.6,2.8,7.5,2.3,2.4,22.7,6.2,30322,383550,522250,550600
78629,36.5,8,4.8,6.7,35.1,75.9,8.4,72.8,6.5,69.4,6.8,5.9,4.8,4.5,6.5,14.9,6.9,6.3,7.6,5.7,22.1,19.8,5.5,16.4,4.2,2.3,6.7,2.3,2.1,27.2,7.6,12341,187000,366450,311100
78631,44.4,8.5,6.6,8.6,35.5,82.4,8.9,77.5,6.9,74.9,4.7,2.4,4.2,8.7,6.1,13.4,4.9,5.4,7.1,2.5,30,29.5,7.4,27.6,9.3,4,10.8,3.1,3.7,22.5,2.4,2729,34000,34300,38950
78633,66.4,4.1,2.7,4,15.7,90.6,3.1,88.9,1.8,87.3,1.3,2,2.9,3.7,3.5,6.7,2.6,4.3,5.8,8.5,62.2,59.5,15.2,53.8,14.1,12.5,24.4,6.9,5.1,11.1,1.8,24727,46000,61000,105000
78634,32,8,3.6,6.1,47,71.6,7.3,69.1,4.9,64.9,6.9,10.6,8.6,10,6,17.1,9.2,6,4.4,4,9.2,7.8,2,5.2,1.5,0.9,1.7,0.5,0.3,30.9,10.2,29770,135000,268000,374800
78636,51.1,5.4,3.2,4.5,26,82.9,5.8,81.4,4.4,79.7,2.3,3.8,6.5,4.5,6.3,10.9,5.6,5.7,5,9.3,41.5,37.9,10.3,32.2,9.4,6.1,12.5,3.7,2.7,18.6,4.5,3882,52000,70950,116650
78639,52.8,7.5,3.3,5.5,26.1,85.2,8.1,81.9,5.9,76.1,2.4,3.5,3.7,5.2,4.8,10.4,2.9,8.4,7.2,9.9,38.6,33.6,7.4,28.7,7,6.4,14.4,4.9,3.1,18.1,4.4,8046,113000,189800,184400
78640,31.2,8.7,4.8,6.7,45,71,8.4,68.1,6.5,64.8,7.6,7.8,8,8.4,6.5,17.9,9.3,6.1,4.3,3.5,11,9.2,2.9,7.5,2.1,1.2,2.5,0.8,0.6,31.9,9.2,52981,511000,709600,758000
78641,34.7,9.2,4.4,6.4,41.8,73.3,6.7,70.3,4.7,67.3,5.5,8.8,8.6,7.9,7.9,16.9,7.7,6.8,6,4.6,12.2,10.3,3,7.7,2.3,1.2,2.4,0.6,0.7,29.7,8.3,60135,440750,612150,624000
78642,36.9,8.3,4.5,6.3,38.9,75.5,7.4,72.7,5.6,69.5,3.8,8.5,6.2,8.5,7.2,16.4,8.1,6.3,7.9,5.6,17,15.5,3.7,11.4,3.1,2,4.6,2,0.6,27.3,6.4,11087,202000,366300,451250
78643,50.1,5.3,2.9,3.8,27.4,84.5,4.5,82.1,3.6,80.5,7.5,3.9,3.3,5.2,7.6,10,4.8,4.9,7.3,7.6,37.9,34.3,10.8,30.3,7.9,4.9,11.6,3.5,3.2,17.9,4.9,5901,48000,88850,103650
78644,38.1,7.6,5.2,6.5,41.9,79.4,7.4,75.5,6.1,72.6,6.7,7.2,8.2,7.2,6,14.5,6.9,6.8,8.4,4.6,17.6,15.6,4.4,13,3.5,2.2,5.2,1.2,1.7,24.5,4.8,18287,223000,419750,348050
78645,51.4,6,3.4,4.5,26.7,85.7,4.1,83.6,3.1,81.9,2.7,6.3,4.5,5.7,8.1,9,3,9.8,12.6,10.1,29.9,25.5,7.6,19.8,5.2,3.4,7,0.9,2.6,16.4,3.9,10705,112000,95550,96000
78648,40.4,3.5,3.6,6.3,33.5,78.1,9.2,76,6.4,70.2,4.7,7.5,4,4.7,6.5,11.8,8.4,5.9,7,6.6,26.8,24.1,3.9,20.2,5.5,4.3,10.8,4.1,2.4,24,8.5,7791,145000,197850,139900
78650,37.5,6.1,3.2,4,36,77.6,11.3,75.7,10.6,71.9,5.2,6,6.4,3.8,8.1,14.3,8.1,4.2,7.4,9.7,23.3,17.4,7.9,13.5,2.8,1,2.9,0.8,1.1,24.3,6.8,1663,20300,35000,29850
78652,40.9,4.8,1.9,3.2,36.6,83.8,5.2,82.2,3.9,80.6,6.1,8.2,11.2,3.9,3.6,12.2,7.4,4.7,11,8.5,28.3,23.5,7.3,19.8,4.6,2.4,7.9,3.1,2.4,17.8,3.6,4965,52500,76000,20000
78653,32.7,8.2,4.2,6.6,43.1,71.1,7.4,68.2,4.9,64.9,6,9.5,7.2,8.9,6.8,18.8,10.7,6.8,4.5,4.6,11.1,9.1,2.4,6.6,1.7,1,2.4,0.9,0.5,31.8,8.8,20822,299250,428550,674850
78654,44.5,5.9,4,6.5,33.5,81.9,10.5,78.9,8.1,75.1,3.6,3.7,6.4,5.4,5.3,12.1,6.2,6.7,7.5,6.1,29.9,27.8,7.2,23.8,6.4,4.8,10.2,3.2,2.1,21.1,5.1,18488,236000,365800,358150
78655,40.1,6.4,4.9,8.1,37.9,75.3,11.3,73.7,8.1,69.3,3,4.9,4.1,9.7,8.9,15.8,9.5,6.3,4.8,8.7,20.6,15.5,7,11.9,1.3,1.4,3.6,0.8,1.3,26.3,5.7,3415,4000,40650,44000
78656,28.9,4.7,5.6,10.2,49.1,80.6,12.7,75,8.1,69.6,15.6,6.1,1.3,7.7,6.8,13.2,8.5,5.5,4.9,7.2,14.3,10.7,5.2,7.1,1.9,0,0,0,0,25,6.2,2513,35000,27000,18000
78657,58.4,4.2,2.5,4.4,23.6,90.8,5.9,88.7,4.1,86.6,4.1,5.9,4,1.1,6.3,6.6,2.4,5.9,8.1,8.5,47.3,44.7,10.1,38.9,9.1,8.5,19.7,7.3,3.9,11.3,2.2,5868,65000,118250,194100
78659,43.4,7.2,6.2,7.6,40.3,81.6,14.3,77.6,12.9,70.5,4,3.1,2.2,10.5,6.2,13,5.8,9.9,3.4,10.1,24,19.1,3.5,13.8,2.7,1.1,7.6,5.9,0.7,22.4,3.2,3136,29000,26850,23000
78660,34.3,8.2,5.1,7.2,45.9,75.8,6.7,72.2,4.5,69.2,7.6,9.2,8.4,8.8,7.9,15.5,7.3,6.4,5.8,4.4,11.3,9.1,2.5,6.8,1.9,1.3,2.5,0.8,0.4,27.8,7.2,85450,712850,1039350,1334850
78662,39.4,5.4,3.8,10.9,37.2,81,13.7,79.2,6.7,72.2,4.2,5.4,6.7,3.3,4.5,9.9,4.4,7.5,9.9,12.7,23.9,18.1,6,11.2,3.1,0,2.2,1,1.1,20.8,7.1,2485,16000,26000,24000
78663,42.5,3,4.3,7.9,35.4,78.3,5.6,76.1,2,72.5,1.8,3.3,10.4,10.1,3.4,18.5,15.6,7.6,9.1,8.9,25,19.1,1.3,16.1,11.8,1.5,3,1.3,0.1,23.9,1.1,913,8000,17000,28000
78664,33,6.9,5.8,8.4,47.2,74.9,8.8,71.4,6.1,67.7,8.4,7.2,8.2,8.9,7.5,15.4,8.4,6.3,4.9,4.5,11.1,9.2,2.6,6.7,1.7,1.1,2.4,0.7,0.6,28.6,7.5,61361,756350,1328000,1299200
78665,33.9,9.5,5.1,7.9,44.9,72.7,8.5,69.6,5.6,65.9,5,7.6,9.3,9.4,7.6,18.4,8.9,6.2,4.7,4.2,11.3,9.5,2.5,7,2.1,0.8,2.4,0.7,0.9,30.4,6.9,46109,119000,226750,248050
78666,25.1,4.2,3.1,12.6,63.3,86.2,33.9,84.1,24.3,67.5,10.3,6.7,4.8,4.5,4.1,8.4,4.2,3.9,3.8,3.5,12,10.6,2.7,8.5,2.1,1.7,3.6,0.9,1,15.9,4.4,77355,742250,890650,1014050
78669,47.6,8.9,3.1,4.1,24,78.1,2.7,76.5,1.7,75.5,1.4,3.9,6.7,6.2,9.3,15.3,6.4,8,9.3,9.4,29,25.5,9.8,19.6,3.5,3.3,6.3,1.9,1.1,23.5,5.2,11375,49650,55350,56800
78672,63,1.8,0.9,0.9,16.6,89.5,1.8,89.5,1.8,89.5,4.9,4.1,2,2.9,8.4,8.7,6.9,6.6,6,6.9,52.8,52.4,15.9,45.9,11.3,12,18.7,3,3.7,10.5,0.9,1248,5000,8000,5000
78676,52.7,5.4,3.2,5.3,26.6,84.8,8.6,82.7,6.6,78,2.8,3.8,4.3,3.9,6.4,9.6,4.2,7.4,11.9,8.3,33.7,30.8,8.9,25.4,7.2,5,9.3,2.8,1.4,17.3,4.5,13231,146000,228400,289500
78681,35.7,9.6,5.5,8.4,42.4,73.4,7.8,69.9,4.9,65.9,4.2,6.6,8.7,9.6,8.1,18.6,9,7.1,5,4.6,12.9,10.8,3.4,8.3,2.5,1.1,2.5,0.8,0.6,30.1,6,57234,222250,345350,336000
78701,35.4,0.7,0.3,0.6,61.5,99,8.8,98.7,8.5,97.5,25.1,14.3,8.5,4.6,7.1,0.7,0,4.5,6.4,5.6,19.6,17.1,7.7,14,2.8,2.3,3.4,0.5,0.6,1.3,0.3,7875,92000,101050,157050
78702,33.3,3.8,2.2,4.4,53.9,83.5,8.9,81.9,6.7,78.4,14.5,12.4,8.6,7.5,5.8,10.2,6.4,4.9,4.9,3.1,14.6,13.8,4.1,11.5,3,1.4,4.4,1.2,1.8,18.1,5.7,22876,236950,388350,370600
78703,36,5.2,2.3,3.2,47.4,81.3,5.1,80.2,4.1,79.1,11,12.7,8.5,8,6.7,10.9,5.7,5.3,6,7,17,14.4,3.9,10,3.1,1.4,3,1.1,0.5,19.8,6.6,20788,81850,124400,66550
78704,32.6,3.6,1.4,3.6,59.1,86.3,9.2,85.3,7.1,82.1,18.1,13.9,9.3,7.2,6,7.9,4.3,5.1,5.3,4.2,11.2,9.8,3.4,7.1,1.6,0.7,2,0.5,0.7,14.7,5.4,47158,289050,376950,550800
78705,21,0.6,0.7,31.5,93,97.9,76.2,97.3,45.4,49.2,9.7,3.3,1.7,1.4,1.1,1.3,0.7,0.8,1,1,2.1,1.7,0.4,1.2,0.5,0.2,0.3,0.1,0,2.7,0.7,33075,38600,32550,43600
78717,34.7,7.7,5.2,6.4,45.5,72.4,5,69.4,3.8,67.7,5.7,9.4,10.1,10.2,7.7,16.3,8.6,6.6,5.3,2.5,9.5,8.3,2.2,6.9,2.2,1.1,2.5,1,0.5,30.6,9.1,27764,134000,197400,146550
78721,34.6,5.7,3.5,5.4,50.1,82.5,10,79.8,8,76.9,10.3,10.2,8.1,8.1,6,11.6,6,7.1,5.3,3.4,14.8,13.3,2.9,11.4,2.6,2.9,5.9,1.8,1.2,20.2,5.1,12447,52000,82600,68000
78722,32.6,2.5,0.6,1.1,59.5,85.8,6.9,85.5,6.4,84.6,21.3,11.4,10.3,8.8,5.2,7.5,5,2.1,4.2,5.6,15.1,13.1,3.7,9.5,1.5,0.7,4.3,1.2,2.3,14.5,6.4,7254,51200,94450,100000
78723,33.7,6.2,2.5,4.1,48,78.1,7.6,76.4,6,73.9,10.9,10.4,9.9,6.7,6,13.4,7.2,5.5,5.8,4.6,13.7,11.4,2.9,9,2.3,1.7,3.8,1.2,0.9,23.6,7.6,33170,281300,498650,503250
78724,28.4,9.7,6.6,9.3,50.1,66.9,9.2,63.4,6.5,59.2,6.8,10.3,9.2,8,4.6,19.9,10.2,4.8,3.3,2.8,7.2,6.3,1.8,4.4,0.9,1,1.7,0.5,0.2,36.6,10.1,24833,212550,381400,291500
78725,35.2,7.5,3.8,5.8,46.2,75.7,6.3,74.4,4.3,72.2,9.3,8.1,11.3,7.3,4.8,16,8.4,9.6,7.3,4.4,10.2,8.2,1.7,5.8,2.3,1.7,1.8,0.1,0.1,25.6,5.9,7517,27000,51000,59000
78726,31.8,8.8,5.3,8.6,49.4,78.5,10.4,74.4,7.1,70.1,12.4,4,6.6,10.8,7.3,14.7,5.8,7.6,4.4,5.2,10.9,8.6,2,5.7,2.5,0.3,1.3,0.4,0.6,25.6,5.7,14610,92000,150000,163050
78727,36.4,3.3,3.2,5.1,50.7,84.4,6.4,82.4,4.5,79.7,11.2,12.5,10,7.4,6.7,7.5,4.1,6.3,6.4,6.3,15.4,12.8,3.7,9.2,2.9,1.1,2.6,0.8,0.8,17.6,7,28999,212000,945400,316650
78728,34.2,4.3,2.7,3.9,50.4,81.5,7.4,79.3,6.3,77.4,11.6,11.9,9.1,7.6,5.9,10.4,6,6.6,5.9,4.2,13.4,11.5,4.1,9.2,2.4,1,2.7,0.7,1,20.7,7.6,21245,179200,210900,215150
78729,34.1,4.4,2.1,3,50.6,82.1,9.6,80.7,8.6,78.7,11.6,11.4,9.4,6.7,7.5,10,5.5,6.6,5,4.2,13.1,11,4,8.9,2.3,1.1,2.7,0.8,0.8,19.3,7.2,29434,173000,255350,271900
78731,38.2,5.2,3.5,4.4,41.7,82.1,6.9,80.5,6,78.8,11.3,8.6,5.9,5.6,6,10.2,5.1,6.5,7.3,6.8,22.5,19.8,4.7,15.7,3.4,2,7.6,2.5,3.1,19.5,5.8,27447,118500,140300,132000
78732,39.2,14.2,5.9,6.7,35.2,67.7,2.5,64,1.8,62.6,2.7,4,5.6,14.3,9.7,23.5,9.3,5.3,5.4,4.4,14.4,11.6,3.3,10.1,2.1,1.8,4.7,1,1.9,36,6.6,17762,60000,61000,62000
78733,40.6,8.6,5.8,7.8,32,72.7,3.8,68.6,1.9,66.3,1.6,5,6,9.8,9.1,17.8,9.1,9.8,7.6,7.5,15.9,12,4.4,8.4,1.4,1.5,2.7,0.6,0.5,31.4,7.8,8754,37000,44000,67000
78734,46,7.3,3.9,5.5,29.7,80.6,3.6,77.9,2.1,75.6,2.9,5.4,5.8,8,8.4,12.7,5.3,7.5,9,9.5,27.3,23.7,7.3,17.8,4.7,2.1,5.8,1.9,1.8,22.1,5.4,18722,206500,226950,227150
78735,38.1,6.1,3.6,4.8,39.3,78.2,4.6,76.2,3.3,74.3,8.9,8.8,6.7,6.7,6.8,13.7,7.6,8,7.2,4.5,18.5,16.1,3.3,14,4,1.9,6.6,1.7,3,23.8,6.5,17919,188950,275850,287900
78736,42.9,5.4,3.1,4.9,35.8,79.8,4.9,78.3,3.2,76.4,4,9.3,5.4,9,7.2,13.2,7.7,7.2,9.9,8.4,21.3,17.6,3.7,12.9,3.3,1.2,5.8,2.4,2.3,21.7,5.5,8199,21950,35400,60000
78737,42,9.1,4.7,6.1,33.7,75.1,4.3,72,2.9,69.9,2,4.3,7.5,11,8.7,16.5,7.4,8.3,6,7.3,20,17.5,5.5,12.7,3.8,1.9,3.3,0.7,0.8,28,6.8,15879,139000,241000,319000
78738,41.8,11,6.1,8.3,34.4,75.5,3.8,71.3,1.6,68.8,1.9,4.5,7.5,10.6,9.7,18.8,7.8,8.6,5.5,5.8,19.3,16.8,4.3,13.5,4.4,1.9,4.9,1.8,1.1,28.7,3.7,15746,98800,175700,170150
78741,27.8,4.8,2.9,5.9,65.3,83.4,21.8,81.4,18.8,75.4,16.6,12,6.9,5.1,5,9.5,4.7,4.5,3.3,2.2,6.2,5.1,1.7,4,1,0.5,1.3,0.5,0.3,18.6,6.2,52307,366900,544750,539150
78744,29.3,8.7,3.9,6.7,49.5,72.7,10.5,69.7,7.6,65.4,10.6,9.3,8.5,6.7,6.2,17.9,9.2,6,4.2,3.1,7.8,6.7,1.7,4.7,1.1,1,1.9,0.5,0.4,30.3,8.5,48432,372850,653650,622100
78745,35.4,4.2,2.2,3.6,50.4,83.7,7.5,82.4,6,80.3,13.6,10.5,8.3,8.4,6.4,9.3,5.2,5.6,6.1,5.9,16.1,13.6,3.9,10.2,2.6,1.6,3.7,1.2,1,17.6,6.1,62220,674400,1063250,1194700
78746,42.2,8.6,5.3,6.6,34.2,78,3.9,74.5,2.6,72.8,6.1,4.6,6.4,7.9,8.5,16,7.4,8.3,7.9,7.1,20.8,18,5.4,13.8,2.9,2.4,5.5,1.2,1.9,25.5,4.2,28268,129850,198250,246600
78747,32.1,7.4,4.1,6.4,46.8,76.4,10.1,73.3,7.8,68.9,8.6,8.9,7.6,7.5,6.6,14.6,7.2,4.1,4.8,5.8,15.1,12.6,3.5,9.4,2.7,1.3,3.1,0.8,1,26.7,8.1,20954,162000,180900,132000
78748,33.9,4.9,3.4,4.8,51,81.1,7.6,79,6.2,76.6,11.2,11.7,10.2,7,6.4,10.3,5.4,6.4,5.5,4.8,13.1,10.8,3.6,8.3,2,1.6,2.7,0.5,0.7,21,7.3,49142,267550,578800,902150
78749,36.7,5.8,3.8,4.7,44.9,80,4.9,77.7,4,76.1,8.9,10.4,9,8,8,11.7,5.9,7.9,5.9,5.5,14.8,13.1,4.2,9.3,2.1,1.2,3.1,0.9,1.1,22.3,6.8,37453,148250,199750,242700
78750,39.1,7.3,3.9,5.7,39.8,78.5,6,76.3,4.2,74,6.4,7.4,7.9,8.1,7.4,14.4,7.2,8,5.4,6.6,19.6,17.3,4.8,13,3.6,2.3,4.6,0.9,1.4,23.7,5.3,30758,400000,629850,567650
78751,29.5,2.3,0.7,1.7,69.5,91,17.4,90.5,16.4,86.7,25.5,11.7,7.9,6.2,6.2,4.6,2.3,4,2.8,3.1,8.8,7.6,2.6,5.7,1.7,0.6,1.4,0.3,0.4,9.5,4.2,14949,239850,176300,149000
78752,30.4,5.6,2.6,4.2,54,76.7,8.3,75.3,6.6,72.7,15.5,13.3,7.6,6.7,5.6,13.9,8.3,3.8,5.3,3.6,9.3,8.5,2.3,5.7,1.3,1,2.1,0.6,0.6,24.7,8.2,20302,344000,653300,540850
78753,30.9,6.8,3.5,5.7,51.3,75.8,9,73.7,6.8,70.4,12,10.7,8.4,7.7,5.2,14.2,7.4,6.1,4.4,3.4,10.3,8.9,2.6,6.9,1.9,0.9,2.5,0.6,0.9,26.3,8.6,58693,634650,1057800,1017700
78754,32.6,6.5,3.4,5.2,50.6,75,7,72.8,5.2,70.1,9.9,10.8,9.4,10.1,5.7,13.3,6.8,4.7,4.1,5.3,11,8.8,2.3,5.7,1.8,1,1.7,0.3,0.4,27.2,10.6,23858,208000,402000,521350
78756,36,4.1,2.1,2.7,52.8,87.2,4.6,85.6,4,84.7,14.5,15.1,9,7.5,6.9,7.1,3,5.9,5.6,4.8,16.6,14.4,4.3,11.9,2.9,2,4.7,0.8,1.9,14.4,5.1,8377,182000,226000,182600
78757,37,4.6,2,3.1,46.7,82,5.9,80.7,4.8,78.8,9.5,11.3,9.2,8.8,7.3,9.6,5,6.4,5.9,4.9,16.4,13.9,3.1,11.5,2.8,2.1,5.7,1.6,1.9,19.3,7.7,24059,309000,486600,456400
78758,31.4,4.5,2.1,3.8,53.4,80,8.4,78.7,6.7,76.2,15,12.3,9.3,6.5,5.2,11,6.5,5.8,4.5,4.8,11.9,9.7,2.7,7.1,1.8,0.9,2.5,0.7,0.9,21.3,8.3,46618,302050,502500,609250
78759,40,4.5,2.6,3.6,42.6,83.8,4.8,82.2,3.8,80.7,9.8,9.1,8.6,7.7,7.4,9.5,5,7.2,6.8,5.9,20.9,18.6,5.1,14.9,3.2,2.9,6.6,1.8,1.9,17.8,5.7,41847,209000,283450,359000
78801,32.7,5.6,4.5,7.9,40.7,76,11.2,72.2,7.9,66.7,6.7,6.6,4.5,7.1,5.1,14.8,9.2,5.5,4.3,6,21.1,19,4,15.1,4.2,1.8,6.9,3.3,1.7,27.8,8.5,22156,249000,516450,529300
78830,46.3,2.3,3,7.2,32.6,87.5,8.9,85.6,4.7,80.6,12.2,2.9,1.5,4.2,9.3,5,2.7,6,4,13.5,36.6,29.4,3,23.1,7.7,2,12.3,8,2.4,14.4,6.5,867,11000,20000,24000
78832,41.1,7.2,2.4,4.2,35.5,81.1,7.3,80.6,5.5,76.1,4.9,10,6.7,4.2,7.9,14,6.8,6.3,9.8,5.9,23.5,20.5,5.2,17.6,6.3,0.8,6.1,2.2,3.1,19.4,3,3631,8000,13000,21000
78834,31.4,9.2,4.7,10.3,41.6,71.3,9.1,67.4,3.5,60.6,6.1,7.2,7.3,7.3,2.6,17.2,8,5.2,4.9,5.3,17.7,16.6,5.6,12.4,2.1,1.8,4.8,0.8,2.2,32.6,10.7,8662,80000,121800,117300
78839,30.6,7.3,4.4,6.2,41.2,74.4,12.7,70.6,10.9,65.9,6.7,6.4,3.8,7.2,5.8,16.7,9.4,4.6,5,5,18.5,17,5.7,13.5,2.4,2.3,5.4,1.5,1.6,29.4,8.2,9251,25000,44000,44000
78840,31.9,7.9,4.9,7.7,41.5,74.1,10.6,70.7,7.8,65.8,7.5,6.6,6,6,5.7,15.8,7.9,5.4,4,5,19,16.9,4.9,13.9,2.8,2.6,6.2,1.7,1.9,29.3,8.7,48317,302350,422500,502000
78850,46.7,9.1,5.4,7.7,30.1,81.2,8.1,77.3,5.9,73.4,7,3.4,1.8,4.4,5.8,15.2,6.1,12.2,4.9,9,29.7,26.8,7,20.8,7,2.4,6.7,1.3,3.1,22.7,2.1,1306,14000,10000,9000
78852,29.4,8.1,5.5,9,42.4,71.9,12.1,68,8.7,62.4,6.7,6.1,5.5,6.4,5.8,16.9,8.8,5.2,5.1,4.2,15.1,13.2,3.3,10.9,2.8,2.3,4.7,1.6,0.8,32,9.6,55879,215000,586700,679200
78861,34.1,6.8,3.8,7.4,44.7,79.7,13.3,77.5,9.7,71.7,8.3,7.3,5.6,6.5,6.4,12.8,6,5.2,6.6,4.6,18.4,17,4.4,13.8,3,2.5,6.4,2.5,1.4,22.5,5.8,13782,124000,179700,200000
78872,35.5,9.3,5.5,7.9,36,73.1,12.4,69,9.9,63.7,3.3,2.6,5.6,6.7,3.2,19.3,9.9,6.9,7,7.8,21.3,17.6,2.8,13.6,2.5,6,8.2,1.3,0.9,31,6.3,1724,18000,30000,24000
78873,55.4,3.9,6.3,9.1,23,82.8,6.5,77.2,3.6,74.4,0.7,2.3,3.6,3.5,6.9,9.6,5.8,2.2,11.4,3.4,40.1,38.9,7,36.6,10,4.3,19.6,10.3,5,22.8,6.8,1920,107000,183050,284000
78881,38.3,10.4,4,5.5,29.6,71.7,5.6,69.7,4.1,67.7,9.7,2.1,5,3.2,6.3,21.4,11,4,5.9,5.2,27.7,24.9,5,22.5,9.7,3.9,7.8,2,1.9,30.3,5,2321,53000,96000,117000
78932,55.7,4.8,3.1,4.8,24,87.3,6.9,84.6,5.1,82.8,2.1,1.9,2.7,7.4,4.3,9.4,4.6,1.4,16.3,11.8,41.7,41.7,8.4,29.8,13.6,1.5,7.9,0.9,5.5,15.4,2.9,583,11700,40000,25000
78934,41.4,6.8,2.3,3.9,28.6,75.1,7.7,72.8,6.2,70.7,3.5,5,4.8,5.2,4.4,15.4,8.6,5.7,4.8,7.1,31.6,29.2,9.7,24.5,3.8,3.5,10.9,2.7,4.7,27.2,9.5,6238,190000,340700,396400
