Zip Code,American Indian and Alaska Native percent,Asian percent,Black or African American percent,Female percent,Hispanic or Latino percent,Male percent,Median income(all),Median income(full time),Native Hawaiian and Other Pacific Islander percent,Total population,White percent,Fy 2017,Fy 2018,FY 2019 Through 7/31/2019
76801,0.4,0.9,4.8,50.3,25.4,49.7,27189,33141,0,24918,90.6,489650,694200,796550
76802,0.2,0.3,2.2,48.6,12.9,51.4,33506,41639,0,5010,93.1,120000,185050,189000
76821,0.1,0.2,2.1,50.8,30.6,49.2,25111,31394,0,4595,88.4,87000,139250,76000
76823,0.6,0,5.3,51.6,19.5,48.4,31199,33179,0,3348,91.7,55000,53300,41000
76825,0,0,2.3,49.5,33.1,50.5,27168,37412,0,6891,84.7,69300,170800,183000
76834,1,1.2,1.8,50.3,20.1,49.7,31470,37064,0,5349,92.9,132100,210750,238000
76837,0.3,1.3,1.1,26.2,66.7,73.8,21432,28188,0,2901,96.4,24000,35000,31000
76844,0,0.1,0.1,55.4,20.3,44.6,23839,39007,0,3719,97.8,15000,40000,72000
76849,0.8,0,0,51.3,26.6,48.7,19932,29797,0.1,3884,89.5,127800,274250,312300
76853,0,0.6,1,49.7,28.1,50.3,26005,36797,0,1575,96.1,17000,10000,11000
76856,1.8,2.6,0,46.3,24,53.7,21377,30039,0,3684,86.3,26000,23000,20000
76859,1.6,0,0.7,44.4,40.3,55.6,25202,30942,0,1967,79.8,37000,44000,36000
76861,0,0,0,50,30.4,50,33875,41331,0,1992,97.1,6000,17100,9450
76875,0,0,0,54.8,15.4,45.2,36813,41453,0,551,93.5,20900,8000,12000
76877,0,0,3.9,51.1,37.9,48.9,19862,32847,0,4187,84.9,55000,80000,80700
76878,0.2,0.3,7,48.4,16.3,51.6,26419,33438,0,1920,86.8,22000,33000,37150
76901,0.2,1.3,3.2,50.4,35.5,49.6,30337,36132,0,29879,85.5,306300,451350,503800
76903,0.3,0.5,4.1,51.5,58.7,48.5,21906,29720,0,32103,82.7,418800,656900,766550
76904,0.5,1.3,6,51,26,49,33545,43808,0.1,34828,85.4,266000,443500,687000
76905,0.1,2,2.4,49.6,44.1,50.4,31441,41080,0,13129,86.3,24000,49650,87800
76932,0,0,0.7,47.2,70,52.8,35000,47500,0,3744,46.6,177000,309150,371000
76933,0.3,0.4,1.3,51,28.2,49,30871,34712,0,1344,83.9,15600,31350,31000
76935,0,2.3,2.1,55.5,8.4,44.5,41050,51944,0,1736,93.3,6000,11000,16000
76936,0,0.1,0.3,49.6,51.8,50.4,30817,40924,0,3122,63.7,23000,36000,63000
76941,0,0,3.6,45.2,25.5,54.8,38125,46250,0,1430,80.4,63250,121450,95000
76943,0,0,0.9,49.9,68.7,50.1,32970,36475,0,3693,38,42000,69700,127000
76945,0.9,0,0,50.6,17.2,49.4,33258,37181,0,1647,93.9,29000,22000,46000
76950,0.2,0,0.6,45.5,59.4,54.5,35531,46494,1,3915,69.5,67000,105200,180000
76951,0,0,0.3,46.6,40.8,53.4,39338,48894,0,1139,91.6,36000,55050,40000
77002,0.4,1.9,33.4,15.6,26.5,84.4,26814,50534,0.1,12370,57.1,280400,338750,259900
77003,0,5.3,23.8,46.8,50.1,53.2,41718,53750,0,9646,57.6,344000,404100,236850
77004,0.2,9,47.9,49.9,14.3,50.1,26066,51417,0,37642,38.5,42000,78600,76850
77005,0,12.6,4.6,50.2,8.8,49.8,79482,127001,0,28233,79.1,87000,114000,118000
77006,0.3,7.1,5.4,44.5,14.2,55.5,56641,70591,0,21945,81.1,97000,92000,106100
77007,0.7,7.8,5.4,48.3,21.8,51.7,74255,85796,0,35822,76,265000,360500,451400
77008,0.1,5.8,3.1,49.6,27.9,50.4,60824,74817,0,34491,83.5,242000,374000,380300
77009,0.3,1.1,6.3,47.1,64.5,52.9,30964,42937,0.3,37751,85.3,156700,249200,239650
77010,0,8.7,7,47,2.6,53,143750,185978,0,915,84.3,17000,13550,10250
77011,0.4,0.6,1.6,45.1,94.3,54.9,21373,26219,0,18598,89.5,60050,107150,95250
77012,0.2,1.1,2.8,46.2,94.1,53.8,22717,27699,0,20085,71,110000,216850,180050
77013,0.1,0.5,21.8,44.1,70.5,55.9,24506,29180,0.1,20790,64.3,68000,210550,232500
77014,0.1,9.4,45.6,51.3,39.3,48.7,29784,33272,0,35729,31.1,62000,82000,102750
77015,0.7,1.1,17.2,49.8,66.7,50.2,26417,32083,0.1,57258,69.7,427900,771050,810250
77016,0.2,0.1,67.2,49.7,31.2,50.3,21393,27779,0.1,29597,27.6,62000,107650,95250
77017,0.6,2.5,2.9,50.2,86,49.8,25231,32414,0,32556,70.9,123000,221750,219150
77018,0.2,2,6.8,49.4,36.2,50.6,51335,69007,0,28073,81.9,231050,490050,335600
77019,0.2,9.4,7.7,53.3,11.9,46.7,70544,82879,0.1,21572,78.2,125000,152750,191450
77020,0.3,0.3,23.8,47.7,73.4,52.3,22270,27124,0,25898,67.9,99000,173550,216600
77021,0.2,3,74.6,53.2,13.8,46.8,26127,38996,0.2,26654,19.9,105150,165100,126050
77022,0.2,0.3,19.6,49.4,74.8,50.6,21758,28532,0,27364,72.3,177000,301850,258400
77023,0.5,0.9,3.4,50.1,85.9,49.9,23859,30038,0,28528,87.7,177000,260600,157050
77024,0.2,14.7,1.3,51.3,10.6,48.7,72632,104509,0.1,38110,80.4,140000,211150,277450
77025,0.1,17.2,10.6,51.5,18.3,48.5,52475,64405,0.2,28922,61.4,172800,229250,211100
77026,0,0,52.6,48.7,44.2,51.3,21313,26250,0,22799,42.8,50450,81650,76250
77027,0.1,8.8,4,53,15.4,47,64748,73950,0,16012,82.2,214000,293500,295850
77028,0,0,72,53.6,26,46.4,21221,27292,0,15725,23.4,112650,144300,155100
77029,0.4,0.2,20.3,52.3,73,47.7,23734,31078,0,17894,72.9,184000,372450,283850
77030,0,26.9,4.3,52.8,9.2,47.2,54174,73292,0,10813,61.4,32000,63000,41000
77031,0,7.8,29.6,49.8,46.8,50.2,24621,31400,0,18052,40.4,113000,173600,246750
77032,0,1.3,41.8,51.9,49.6,48.1,21156,27906,0.1,14443,45.2,147750,211600,254600
77033,0.1,0.2,71.5,53,26.6,47,22479,29969,0.1,29692,20.9,38000,70800,58150
77034,0.8,4.9,9.7,50.6,73.1,49.4,27529,35417,0,40183,76.1,281450,382050,251450
77035,0.1,5.7,27.5,51.3,40.4,48.7,26569,35773,0,38324,49.1,308000,457750,508400
77036,0.1,15.3,15.4,48.3,61.8,51.7,21101,25073,0.1,76605,49.1,182100,278450,224200
77037,0,0.2,2,48.9,90.9,51.1,21985,27494,0,20038,93.3,223000,327150,278000
77038,0.9,6.2,16.8,49.6,72.8,50.4,24284,31123,0,30653,68.2,126700,204000,325900
77039,0.9,0.6,7.1,50.4,85.9,49.6,22637,26971,0,27972,86,93250,195200,167950
77040,0.9,6.8,13.4,50.1,50.8,49.9,32660,41277,0.2,48273,64.7,311000,420200,494000
77041,0.4,16.6,8.7,48.2,44.4,51.8,38962,49179,0,35372,60.4,218650,325950,411550
77042,0.1,8.5,30.5,53.3,26.7,46.7,31871,41153,0.1,42098,54.8,218000,348750,397550
77043,0.1,8.2,4.7,49,46,51,31611,45272,0,25838,76.6,213000,203050,191150
77044,0.7,1.8,28,50.2,45,49.8,43332,53236,0,42665,64,130000,262450,385650
77045,0.1,0.6,43.1,52.7,53.6,47.3,26373,32116,0,36270,47.9,118550,228450,230200
77046,0,10.4,1.6,64.6,7.2,35.4,78388,83098,0,1029,81.8,44000,42000,51000
77047,0.4,2.3,62.9,53.4,27.5,46.6,34763,45407,0,29410,28.4,261600,382250,381150
77048,0.2,1,69.6,54.1,25.3,45.9,25790,38904,0,17143,25.5,34950,82300,150250
77049,1.3,3.8,21.4,51.7,63.7,48.3,31099,42849,0,33749,64.3,215000,386800,471250
77050,0.7,0.1,37.4,52.7,58.9,47.3,27939,34317,0,5031,46.6,13000,37700,47400
77051,0.6,0.7,84.9,54.9,10.3,45.1,22521,33832,0,16661,8.2,98150,146400,105950
77053,0.1,0.4,41,50.7,55.6,49.3,23281,30897,0,31868,41,143000,222750,265000
77054,0.3,24.1,36.6,49,8.3,51,40051,49793,0.1,22517,35.4,156000,193850,210400
77055,0.8,4.5,4,47.9,57.6,52.1,26104,37435,0,45003,52.5,279700,505050,471950
77056,0.1,16,5.6,47.3,14.1,52.7,69688,82335,0,21732,74.7,122900,212000,210000
77057,0.4,7.2,7.2,48.3,38.1,51.7,42356,53222,0,40130,74,298000,619600,526650
77058,0.5,6.3,6.5,49.2,24.4,50.8,30984,46751,0,16669,78.5,223000,372900,441550
77059,0.5,16.9,1.4,49.6,13.8,50.4,61075,87703,0,17374,76,82000,138000,135000
77060,0.4,1.4,18.6,50.2,74.3,49.8,20914,26099,0.2,44549,73.3,72000,150850,190050
77061,0.9,6.1,20.9,49.7,65.2,50.3,25674,31483,0.1,26276,50.5,108000,263050,268500
77062,0.5,11.7,7.1,51.8,21,48.2,44864,62275,0.3,26583,72.7,90000,156800,186700
77063,0.1,10.6,16,48.3,33.2,51.7,31122,42456,0,38931,64.1,177700,408000,515600
77064,0.4,16.7,12.9,49.3,39.8,50.7,36218,42998,0.1,49578,59.8,130800,228850,259350
77065,0.6,8.9,21.8,52.2,27.3,47.8,37975,45814,0,38820,62.2,557400,694400,652250
77066,0.6,15.3,23.8,48.4,39.9,51.6,28077,37492,0,33796,51.3,92000,158550,156800
77067,0.4,5.2,42.2,51.5,47.2,48.5,25400,31572,0.4,33489,41,156200,212000,215000
77068,0,12.2,20.2,47.9,32.5,52.1,40103,50839,0,10897,53.3,99000,88300,89350
77069,0.2,5.1,22.1,53.4,12.3,46.6,40394,51639,1.1,18238,66.2,207600,421150,314150
77070,0.1,9.7,16.1,51.6,25.1,48.4,41022,52836,0,51080,68.8,586200,783900,764300
77071,0.2,7.1,48.8,54.1,26.7,45.9,30400,39330,0,27981,29.2,82000,190850,213400
77072,0.3,21.9,19.9,50.1,51.4,49.9,21559,27441,0,62162,36.8,252650,404150,553650
77073,0.1,2.8,32.9,51.5,50.4,48.5,29542,33833,0,42780,40.4,112000,228100,229750
77074,0.5,5.8,14,48.3,59.5,51.7,21561,28506,0.1,39915,74.6,107000,242750,259800
77075,0.2,6.7,20.3,49.9,63.9,50.1,27102,35745,0,43586,53.8,232650,398250,324250
77076,0.3,0.3,7.2,50.7,87.3,49.3,22750,26247,0,35144,85.2,147600,241400,242100
77077,0.1,13.2,20.1,52.5,23.4,47.5,42429,53541,0.1,57757,61.2,325100,552150,545400
77078,0.8,0,60.6,53.7,35.3,46.3,25943,30065,0,15820,32.5,9150,22000,22000
77079,0.7,9.8,11.5,51.1,15.2,48.9,52362,74027,0,33577,73.7,181350,285900,314850
77080,0.8,3.4,5.3,47.9,69.4,52.1,23608,31237,0,45665,46.3,198000,421100,411100
77081,0.2,5.6,14.3,47.2,70.7,52.8,20888,25162,0,49059,75.1,183900,342400,382850
77082,0.6,13.6,36.2,52.6,29.2,47.4,33170,41516,0,56641,42.9,338000,420100,460500
77083,0.3,25.4,30.3,52.1,34.9,47.9,28599,35165,0,79408,34.1,220300,404350,413500
77084,0.4,10.5,16.1,49.6,42.9,50.4,34561,43388,0,104582,57.6,520600,811500,1042700
77085,0.2,1.9,33.3,50.5,58.5,49.5,26489,33902,0,17981,52.1,36000,63600,58600
77086,0.5,7.5,23,51.5,61.4,48.5,24006,31278,0,29506,58.8,143000,334600,351200
77087,0.3,0.8,14.7,49.7,79.9,50.3,21822,29927,0,37200,77.6,162400,408850,311950
77088,0.1,4.1,40.8,50.4,48.9,49.6,26108,33343,0,56716,44.6,132150,192750,211800
77089,0.5,13.1,16.7,51,47.4,49,31815,42307,0.1,52699,56.6,262000,401100,437700
77090,0.8,2.4,46.2,53.9,31.6,46.1,30168,32234,0,38361,35.9,159250,289800,232050
77091,0.1,0.5,51.1,50.2,36.7,49.8,24570,31347,0,25277,43,177600,233700,186250
77092,0.4,1.2,10.2,48,66.3,52,24593,31034,0,38476,55.5,256150,361900,334250
77093,0.3,0.2,10.7,49.4,82.6,50.6,22912,27716,0,44428,79.3,262000,547000,520250
77094,0,17.7,1.4,49.7,10.3,50.3,77385,108125,0,9439,77.1,43000,74000,117000
77095,0.3,12.3,14.2,50.8,23.6,49.2,47848,60274,0,72081,65.3,401600,711450,833700
77096,0.5,10.1,22,50,22.5,50,40933,53609,0,35465,51.1,165000,276000,252600
77098,0.3,11.1,1.8,50.6,8.8,49.4,61861,76063,0,13444,80.7,93000,114850,123000
77099,0.3,13.2,30,50.2,48.5,49.8,23615,29539,0.2,51905,37.5,180900,277750,305700
77301,0.3,0.4,9.7,49.6,53.3,50.4,22725,31738,0.1,31801,84.1,273400,406600,449400
77302,0,2.2,1.9,50.7,25.3,49.3,35973,51039,0,19311,91,80000,125750,186050
77303,0.5,0.6,6.9,50.1,26,49.9,30878,41084,0,19695,89,234550,426650,397050
77304,0.9,3.1,7,50.9,17.1,49.1,40317,50635,0,28692,86,251850,397050,484300
77306,1.1,0.6,0.9,51.5,41.3,48.5,26444,35464,0,11453,91.7,128000,212050,240000
77316,0.6,0.7,1.9,50.6,14.3,49.4,50006,61012,0,21272,90.7,20000,58000,81950
77318,0.1,1.1,1.2,51.4,11.6,48.6,36781,44498,0,15437,92.3,155000,306550,452600
77320,0.2,0.7,24.1,33.7,21.6,66.3,30641,37513,0,35670,73.5,121000,220250,280000
77327,0.1,0.1,8.2,49.7,23.3,50.3,31684,41975,0,22430,82.3,162000,191600,210150
77328,1.1,0.3,2.3,48.1,20.8,51.9,30656,40357,0,15863,91.6,133350,234200,213600
77331,0,0,14.3,49.2,9.8,50.8,24544,38100,0,7667,83,29000,47000,60000
77335,0,0,12.1,48.4,28.4,51.6,30417,36062,0,2519,81.9,20000,15550,18000
77336,0.3,0.1,2.1,49.6,13.7,50.4,40530,53230,0,12397,93.5,222000,358700,433100
77338,0.1,3,37.6,51.4,39.6,48.6,30766,39979,0.6,40335,45.7,524750,1008700,884300
77339,0.3,4.4,4.1,50.9,17.3,49.1,41898,55123,0.1,41403,86.4,334050,647850,529950
77340,0.6,2,20.7,48.6,15.1,51.4,21314,35433,0,29900,73.1,229000,357550,367650
77345,0.2,4.6,1.5,50.8,10.1,49.2,62391,94116,0,29090,91,93000,156600,221700
77346,0.2,3.1,15.7,51.7,24.9,48.3,50277,61067,0.7,63233,72,447400,717700,857650
77351,2.1,0.8,9.7,45,13.5,55,26520,40114,0.2,33199,84.7,461450,613600,647600
77354,0.1,1.9,2.1,50.1,20.8,49.9,37410,50835,0.2,35904,86.9,359650,481200,648200
77355,0.5,0.3,1.5,51.7,16.5,48.3,41058,54529,0.5,27271,91.2,336750,533850,479350
77356,0.2,1.1,6.2,50.9,6.1,49.1,49511,61584,0,25888,91,222600,449250,527250
77357,0.1,0.4,2.5,50.1,45.2,49.9,28806,41269,0,24334,84.4,223850,509700,527150
77358,0.1,0.3,22.8,54.7,5.4,45.3,36176,42889,0,5597,74.7,59050,76650,136100
77360,0,0.1,3.3,49.5,4.2,50.5,24884,35086,0,5084,95.3,36150,52400,52750
77362,0,0,3.7,46.9,21.9,53.1,40595,52817,0,5546,92.3,165250,301200,367650
77363,0.9,0,6.7,49.2,9.1,50.8,30279,41828,0,2705,87.2,68000,69000,76550
77364,0,0,10.8,43.7,23.2,56.3,20057,31563,0,1822,88.1,20150,30150,39000
77365,0.3,2,3,51.2,31.5,48.8,35351,46890,0,31406,84.7,249500,435400,357200
77371,0,0,10.2,54.4,13.5,45.6,21469,35199,0,8025,87.9,52000,90650,80100
77372,0.1,0.8,0.1,49.5,22.5,50.5,32557,43033,0,12351,88.3,78000,97200,115950
77373,0.1,2.9,23.2,52,30.2,48,37353,47520,0.7,58255,60.6,255600,390250,355000
77375,0.9,5.3,10.6,50,30,50,37174,50709,0,50525,73.9,568700,926150,814050
77377,0.8,7.1,5.4,51.7,22.6,48.3,51861,65191,0,36758,80.6,417500,555100,604550
77378,0.1,0.7,8.1,49.3,36.6,50.7,26490,36704,0,16150,85.1,111000,178700,353450
77379,0.3,11.1,9,50.3,17.2,49.7,51612,65367,0.1,78226,72.8,675250,1173050,993950
77380,0,4.5,8.1,49.4,20.1,50.6,40459,52528,0,26691,82,350000,429450,444650
77381,0.2,4.4,2.7,52.1,11.6,47.9,60132,85381,0.1,36919,88.3,132800,162500,146850
77382,0.1,5.7,3.5,50.6,19.8,49.4,66433,110573,0.2,40546,88.1,91000,145700,173000
77384,0,6.8,4,52.3,11.9,47.7,51976,71481,0,16472,85.5,317000,513250,567350
77385,1.5,5.1,4.5,48,26.8,52,41925,56603,0.1,23578,79.9,228750,326100,392000
77386,0.3,4.4,9.8,50.9,18.1,49.1,49751,65073,0.2,53042,79.3,306450,385700,349350
77388,1,8.4,10.5,49.3,22.5,50.7,46423,56831,0,45841,73.1,361700,690050,580350
77389,0.5,4.2,4.5,50.3,25.9,49.7,54728,74012,0.2,31883,84.1,89000,109800,130100
77396,0.6,3.4,34.6,48.9,41.3,51.1,36119,44871,0,54352,49.5,291650,423100,448200
77401,0.1,22.5,2.1,51.9,9,48.1,93943,125159,0,19062,72.4,95550,148350,126800
77406,0.1,5.5,9.7,47.8,23.4,52.2,57956,71571,0,41008,79.1,144000,372500,407000
77407,0,28.1,27.5,53.6,15.3,46.4,48124,57554,0,48157,42.4,179000,312250,321550
77414,0.6,0.5,14.1,50.5,42.5,49.5,26521,41611,0.2,23369,71.8,888100,1121450,1218150
77417,5.5,0,24.5,56.8,45.1,43.2,31994,42193,0,2760,66.3,48000,100000,81750
77418,0.1,0,10,51.8,13.9,48.2,34907,51894,0,9926,84.8,185000,246800,201700
77419,0,0,1.8,46.9,54.9,53.1,36566,41114,0,1473,88.3,48000,47500,25000
77420,0,0,6.5,60.1,41.4,39.9,22271,34153,0,2245,81.2,91700,97650,99000
77422,0.3,0.7,13.2,46.2,19.8,53.8,35123,51508,0.1,13378,81,164000,248350,244450
77423,0.4,1,21.1,50,38.7,50,30625,39279,0,11551,65.7,204000,274950,297800
77426,0,0,30,46,20.9,54,29250,36500,0,2350,70,36900,42050,42000
77429,0.1,8.9,8.7,52.7,18.7,47.3,52246,68551,0,86399,78.9,675500,1075450,1065700
77430,2,0,0,47.6,15,52.4,45573,52908,0,2051,95.1,15000,18000,21000
77433,0.6,9.9,16.2,49.2,28.6,50.8,52157,65338,0,75008,67.4,381050,612350,695500
77434,0,0,31.1,54.3,47.8,45.7,26057,32276,0,4781,45.6,56000,99400,170200
77435,0.1,0,1.6,49.8,29.6,50.2,33125,46105,0,4303,96.4,72000,156000,112000
77437,0.1,0.1,7.7,50.9,50.7,49.1,27302,34712,0,16875,87.5,337950,468050,696000
77441,0.1,9.7,6.4,49.7,13.3,50.3,74709,102283,0,9919,77.8,183000,117000,178000
77442,0,0,7.4,48.2,37.2,51.8,38484,39713,0,922,86.7,10000,33800,50000
77445,0.5,0.4,34.9,44.6,30.1,55.4,23579,32571,0,13301,54.1,185250,406650,384700
77447,0,2.2,8.1,50.6,31.4,49.4,36849,53326,0.2,15246,80.3,88800,129800,191600
77449,0.5,5.6,21.2,52,46.6,48,34648,43060,0,119204,60.3,454900,565900,699250
77450,0.5,13.3,5.2,52.4,22.9,47.6,50577,66950,0,74631,74.8,380300,464500,532600
77455,0,0,1.2,51.6,24.1,48.4,30417,41458,0,2026,92.9,24150,38000,65000
77459,0.1,23.2,25.3,50.5,11.4,49.5,52282,73430,0.2,66175,45.9,500000,689450,844050
77461,0.1,0.7,4.8,47.1,36.9,52.9,34229,43634,0,10752,89.5,92200,179300,174650
77465,0,8.5,2.2,52,41.4,48,24821,38092,0,7269,75.3,81000,115650,91750
77466,0.8,0,0.8,37.4,52.7,62.6,26849,27044,0,353,89.8,11000,10800,19000
77469,0.4,9.7,19.1,50.6,37,49.4,42070,52562,0,46934,63.1,240950,570300,637300
77471,0.1,1.6,14.1,49.9,60.9,50.1,28175,37550,0,38837,74.5,637600,1168000,1567150
77474,0,0.1,8.4,50.3,35.1,49.7,33246,43628,0,12993,75.7,206000,362650,451900
77477,0.1,22.7,28.1,50.1,26.8,49.9,31282,41050,0,36932,37.4,350000,465450,399700
77478,0.2,33.3,8.2,49.6,9.6,50.4,48239,62391,0,25846,55.4,307000,458250,578850
77479,0.1,42.2,6.9,51.4,8.7,48.6,63892,87700,0,88603,47,221000,370150,413350
77480,0,0,11.3,46,13.1,54,41223,45060,0,7661,83.8,168000,211600,221400
77482,0,0.1,7.5,49.4,22.4,50.6,40679,44868,0,2274,88.1,79000,94900,161000
77484,0.2,1.2,3.2,46.8,33.9,53.2,36131,45944,0,10710,86.3,163350,276900,340550
77485,0,0.7,6.1,49.1,34.1,50.9,36359,46830,0,4691,80.5,55200,63450,72000
77486,1.7,0.1,15.9,50.7,21.2,49.3,27636,49307,0,7082,76.5,299000,291950,442950
77488,0,0.1,26.2,49.5,33.1,50.5,28125,37135,0,14738,70.9,171350,238950,232750
77489,0,3,73.4,52.6,19.5,47.4,33370,42472,0,36786,13.9,239000,411700,382600
77493,1.7,3.9,7.3,50.7,32.9,49.3,40089,51508,0,29984,77.1,196200,236300,324900
77494,0.8,18.1,7.7,50.7,21,49.3,73746,94894,0,105854,68.4,483000,782450,922800
77498,0.5,28.9,17.2,49.6,24.2,50.4,37815,52820,0,51037,43.1,221100,499850,521200
77502,1.3,1,1.5,50.8,79.7,49.2,24524,34781,0.2,39040,86.7,105000,193600,314600
77503,1.1,0.4,4.1,49.9,65.8,50.1,25244,35433,0,26171,87.9,268000,417800,535400
77504,2.1,2.9,5.5,51.2,61.2,48.8,25233,40318,0,23327,82.7,171850,307550,306900
77505,0.9,3,2.3,47.5,41.7,52.5,42637,56152,0,24230,85.9,320450,584950,642900
77506,1.2,0.5,2.1,48.7,86.9,51.3,22510,30166,0,37736,83.9,274550,316150,341700
77510,0.4,0.2,0.6,51.4,14.3,48.6,38884,52452,0,14608,96.2,119000,202950,200200
77511,0.4,1.1,1.6,49.9,38.6,50.1,32177,41974,0,46121,93.9,469150,751900,806950
77514,0,5.7,12.3,50.8,26.5,49.2,30443,42120,0,4443,78.8,64000,170950,144000
77515,0.6,0.7,12.9,47.9,30.6,52.1,35760,44147,0,31627,77.1,419000,609350,689200
77517,0.4,0,0,52.2,16,47.8,38611,59228,0,5688,97.1,82000,68400,52300
77518,2.1,2.7,1.4,45.4,41.8,54.6,26214,36143,0,10984,83.5,121000,182600,240700
77520,0.4,0.8,12.9,49.2,52.7,50.8,27697,38453,0.2,36694,67,486200,767750,764750
77521,0.4,3.6,17.9,49.5,39.8,50.5,35633,50410,0,57125,72.3,769400,1263750,1608250
77523,0.2,1.1,8.3,49.8,24.8,50.2,53882,67228,0,21366,87.6,447000,678900,1012050
77530,0.2,0.2,14.5,49.9,64,50.1,30976,39016,0,31119,77.4,198000,369700,364350
77531,0.8,0.3,9,50.2,48,49.8,31678,46956,0,16078,83,485000,649850,708000
77532,1.1,1,11,51.2,26,48.8,41924,52043,0.4,28320,77.8,341000,445000,429350
77534,0,0.6,1.9,50.4,23,49.6,46058,52358,0,2426,96.2,27000,34000,78450
77535,0.2,0.9,9.5,53,22.8,47,34792,46359,0,32904,81.6,302000,463700,590000
77536,1,1.7,1.8,49.6,31.9,50.4,40378,55354,0,32392,89.8,539950,902150,1042200
77538,0,0,11,49.2,26.4,50.8,45469,54688,0,906,84.2,2000,65350,50950
77539,0.6,4,11.5,49.3,27.9,50.7,38417,52116,0,42607,77.5,375000,769250,697900
77541,2.3,0.5,10,48.3,52.3,51.7,26603,40780,0,18525,79.7,298000,633950,937100
77545,0,1.9,58.6,53.6,33.4,46.4,36233,44259,0,25036,15.9,59000,124800,123650
77546,0.6,8.4,5.2,51.1,16.8,48.9,50779,67456,0,52261,81.9,316050,529600,729800
77547,0.6,0,6.1,47.8,86.2,52.2,22466,26665,0,10077,78.6,29000,68050,79500
77550,0.4,4,26.4,49.6,26.1,50.4,23289,39399,0,22070,65.4,139400,273850,152650
77551,0.5,2.2,19.8,49.6,35.2,50.4,26721,37056,0,21203,73.1,258000,359350,383700
77554,0.9,3.2,3.2,48.6,15,51.4,36029,60635,0,8249,90.3,165700,233050,296400
77562,0,0.3,4.9,50.6,37,49.4,40537,50939,0,10665,90.9,66300,151300,133600
77563,0.5,0.3,19.7,51.3,28.3,48.7,34857,52164,0,10067,76.3,106000,148500,142450
77565,0,2.6,3.8,47.8,11.4,52.2,41056,55284,0,7233,89.7,114000,167850,144150
77566,0.3,2.8,4.7,51,27.8,49,41914,55196,0,29441,83.5,360500,638650,724000
77568,0,2.3,34.7,49.3,28.2,50.7,27560,40192,0,15640,59.2,111850,155200,180200
77571,1.1,1.2,4.8,50.2,32.4,49.8,40371,52370,0,37374,82.5,757900,1258850,1161700
77573,0.3,5.3,7,51.3,19,48.7,53582,70677,0,85108,81.3,663350,976150,998650
77575,1.1,0.4,16.4,47.5,16.6,52.5,37293,46759,0,17005,76.5,140000,305100,260750
77578,0,10.4,18.9,49.4,21.8,50.6,44267,54808,0,18636,65.5,145000,258300,355000
77581,0.8,6.4,7.7,52.7,27.3,47.3,51225,60575,0,47625,78.6,659550,1016900,879400
77583,0.4,4.4,23.3,43,42.3,57,30823,42083,0,35308,61.1,61800,142900,107250
77584,0.4,17.1,23.4,51.2,19.5,48.8,57257,69018,0,87121,53.8,542850,978700,974000
77586,0.3,2.3,4.1,51.2,15.9,48.8,51459,62540,0,22182,89.7,290000,465150,297400
77587,0.8,1,1.2,47.3,89.8,52.7,23215,32126,0,16901,71.6,145700,324250,264350
77590,0.3,0.4,16.8,52.1,36.7,47.9,24280,37320,0.3,31084,75.3,510750,683750,597350
77591,0.2,1,47.3,52.9,15.7,47.1,26530,41091,0,14073,43.5,31500,71250,56550
77597,0,0,16.5,44.9,2.7,55.1,,33750,0,1210,75.4,25000,34000,35850
77598,0.8,7.6,17,49.4,33.1,50.6,30760,39057,0,24689,67.5,204950,443900,501850
77611,0.6,0.5,0.8,49.1,2.1,50.9,36875,51315,0,8325,95,144000,312200,269950
77612,0.1,0,2.3,50,2.9,50,34474,45000,0,9134,95.5,59000,115000,164750
77613,0,0,20.6,48.7,7.1,51.3,53347,53654,0,1048,78.1,30000,28000,21000
77619,0,2.2,4.6,49.9,26,50.1,35548,46232,0.2,15775,90.3,344000,612150,560050
77622,0,0,0,49,11.7,51,40125,47315,0,1464,100,7650,11000,13000
77625,0,0.6,8,47.7,6.5,52.3,35676,48622,0.3,9691,89.9,95000,151450,86350
77627,0,2.8,2.1,50.1,15.2,49.9,41043,52015,0,21198,92.6,348350,685550,846550
77629,0,0,9.3,50,34.4,50,32214,56250,0,634,90.7,4600,14400,19000
77630,0.1,0.8,20.6,49.8,10,50.2,31424,42252,0,28740,75.6,301400,510150,611650
77632,0.6,2.5,3.9,51.1,3.5,48.9,35173,49406,0,23475,90.5,186000,340650,463000
77640,0.3,2.8,62.9,52.3,12.6,47.7,26992,36508,0.1,15964,31.2,246000,541350,484250
77642,0.7,8.1,29.6,51.5,39.3,48.5,25784,34529,0,38845,57.1,188600,458150,348200
77650,0,0,0,55.7,22.2,44.3,19113,40267,0,1611,100,21000,39100,36450
77651,0.1,4.7,2.5,50.4,12.7,49.6,38398,49122,0.3,12840,87.7,134200,303150,321000
77656,0.1,0.9,13.5,52.5,6.4,47.5,34158,43513,0,16362,83.5,238000,410900,458300
77657,0.6,0.1,0.2,50.5,4.7,49.5,40419,51044,0,21427,98.4,156000,319350,323350
77659,0,0.9,3.6,52.4,5.3,47.6,45703,60345,0,4722,89.2,69000,153700,181400
77660,0,0,0,46.3,0,53.7,39792,61786,0,1182,99,24000,28050,49000
77662,0.2,0.4,0.2,51,8.2,49,33435,44005,0,26394,97.4,368300,520250,580550
