Zip Code,American Indian and Alaska Native percent,Asian percent,Black or African American percent,Female percent,Hispanic or Latino percent,Male percent,Median income(all),Median income(full time),Native Hawaiian and Other Pacific Islander percent,Total population,White percent,Fy 2017,Fy 2018,FY 2019 Through 7/31/2019
75845,0.1,0,9.8,52.1,7.5,47.9,25747,36278,0,3208,89.1,10000,15000,27100
75846,0,0.3,2.2,52.8,21.5,47.2,24089,26711,0,2875,96.1,44000,68000,68000
75847,0.7,0,14.5,52.8,2.1,47.2,26938,31912,0,1783,78.6,7000,5000,10000
75851,0.7,0.2,26.3,23.6,13.5,76.4,31197,37995,0,4834,69.8,32800,37000,14900
75852,0.2,0.7,30.4,8.9,30,91.1,30398,46528,0.4,4889,53.8,4000,1000,2000
75855,1.8,0,21.6,50.5,12.3,49.5,25105,29567,0,2463,74.7,7000,11000,13000
75859,0,0,13.7,56.5,4,43.5,24896,62250,0,1657,86.1,7950,8000,14000
75860,0.3,0.6,13.5,39.8,20.8,60.2,31230,38880,0,6415,83.3,78250,100400,99500
75862,0.4,0.5,9.3,52.5,10.5,47.5,25024,31484,0,9863,85.8,104000,84050,82650
75901,0.8,2.1,14.4,49.8,29.7,50.2,25226,35814,0,31647,76.5,620450,826200,1029900
75904,0.3,0.7,19.9,53.4,16.5,46.6,26911,37819,0,33820,75.1,351000,485600,634950
75925,0.3,2,19,57.8,9.5,42.2,20230,42088,0,4099,77.7,30200,100000,146650
75929,0,0,2.4,51,4.6,49,25903,48083,0,1860,97.5,11000,32950,39750
75931,0,0,8.2,50.5,0.5,49.5,24946,48315,0,2189,91.8,6000,14000,15000
75935,0.8,0.9,17.2,50.9,23.2,49.1,24321,36929,0.2,13955,80.1,199000,301750,333150
75936,0,0.1,1.2,50.7,5.3,49.3,26016,43125,0,842,98.6,1000,10000,2000
75938,0.2,0.5,1.3,50.6,1.2,49.4,28750,40765,0,2686,96.2,14150,20850,18000
75939,0,0.3,16.7,47.8,28.5,52.2,25000,39258,0,4939,78.7,26850,33300,49200
75941,0.1,0.2,11.2,47.4,38.4,52.6,26857,34384,0,8974,75.5,52000,52800,48050
75944,0.7,0,0,47.5,2,52.5,25106,40938,0,1409,95.5,37000,54200,37000
75946,0.1,2.3,23.7,52.6,10.5,47.4,25711,37181,0,3209,67.7,28000,17000,14750
75948,0.3,0.2,5.6,49.7,5.8,50.3,18757,30587,0,6037,90.4,145000,151450,104650
75949,0,0,3.9,52,3.3,48,27029,45675,0,7376,93.7,75000,70250,58600
75951,0.1,1,30.4,51.9,9.2,48.1,24912,35347,0.2,16072,62,203550,311700,362250
75954,1.4,0,7.1,46.9,6.4,53.1,27440,37188,0,3079,91,40000,43000,62100
75956,0.3,0.2,7.5,51.6,7.4,48.4,23313,39605,0,8533,88.5,29000,97350,172200
75961,0.8,0.9,27.1,52.4,14.9,47.6,23844,35081,0,15484,68.7,228400,377550,351350
75964,1.3,1.7,15,50.1,36.8,49.9,22889,31201,0,19086,76.8,95000,160500,251200
75965,0.3,2.9,15.1,53.5,9.4,46.5,24808,42613,0,18811,79,135000,246400,285400
75966,0.1,0.2,33.1,48.9,3,51.1,27319,43759,0,5287,64.8,97000,135600,106800
75968,0,0,14,48.4,3.8,51.6,23056,36923,0,1883,84,5000,5000,5000
75969,0,0,9.1,52.7,3.1,47.3,30458,37045,0,3726,90.6,26000,38000,35000
75972,2.9,0,30.4,51.4,8.2,48.6,29738,35992,0,6040,62.7,58850,134850,165900
75974,0.3,0,25,53.9,23.1,46.1,23618,32127,0,3245,73.9,13000,21800,45250
75975,0,0.2,25.3,49.3,7.8,50.7,30550,36500,0,3727,73.1,17000,29000,33400
75976,0,0,14.5,55.5,10.8,44.5,35125,41591,0,806,79.9,19000,22000,15000
75979,0.1,0.5,16,42.7,10.1,57.3,25871,41131,0,12384,77.8,73000,122000,111750
75980,0.7,0,4,51.7,5.5,48.3,26412,46389,0,2500,85.8,44000,29000,49000
76001,0.3,5,23.7,51.8,19.1,48.2,40783,53928,0.1,31829,64,39000,43700,78750
76002,0.3,9.5,37.4,53.1,24.3,46.9,39119,50487,0.1,36569,41.7,141000,263800,289750
76006,0.1,5.3,27.9,48.7,20.2,51.3,33795,41277,0.6,23259,61,181000,247950,321300
76008,0.3,0.4,1.1,50.1,8.3,49.9,60542,72116,0,16334,92.8,44000,56400,45850
76009,0.7,0.9,0.2,49.2,30.6,50.8,32198,40138,0.1,21049,89.8,154700,323950,415200
76010,0.3,5.9,13.9,49.1,61.6,50.9,20803,26855,0,57813,72.5,321400,504300,574700
76011,1,2.4,29.1,49.5,36.4,50.5,25554,33938,0.1,22953,61.4,188700,296050,367100
76012,0.4,3.2,14.2,53.7,21.3,46.3,33684,47284,0.4,26571,77.3,185000,302200,399600
76013,0.5,5.9,14.1,51.2,15.2,48.8,26539,43317,0.1,33169,74.5,192400,310250,369300
76014,0.1,10.2,26.9,50.8,40.6,49.2,26816,33597,0.1,35235,52.2,191250,338550,444000
76015,0.6,4.8,18.1,51.3,24.7,48.7,30323,39924,0,16464,69.9,250200,432650,587900
76016,0.5,6.9,6.4,51.5,11.8,48.5,42959,55030,0.1,30808,81.9,265000,384850,407250
76017,0.5,6.8,21.1,50.1,15.6,49.9,40004,47403,0,47010,64.8,477150,667050,867700
76018,0.8,13.5,32.5,52.7,29,47.3,34143,41101,0,31416,37.5,320800,558350,567100
76020,0.8,0.4,0.8,49.5,8,50.5,35947,45806,0,27714,95.7,238000,430850,437100
76021,0.3,5,10.6,53.3,12.7,46.7,40844,51364,1.1,35903,77.2,648750,517150,494550
76022,0.9,2.4,11.6,52,13.6,48,33368,43940,0,13059,80.6,50650,100150,112750
76023,0.3,0.6,0.4,51.2,8.9,48.8,30160,50132,0,5930,95.8,67000,102000,94600
76028,0.3,1.1,3.2,53,12.2,47,41856,50795,0.1,67388,92.8,548300,1050300,1203400
76031,0.3,0.3,2.9,48.1,27.9,51.9,30579,37640,0,18050,91.7,209750,267300,324000
76033,0.7,0.9,2.7,50.9,22.5,49.1,31138,42123,0.3,25190,92.8,353400,553950,769200
76034,0,6.8,2.8,49.4,4.4,50.6,73887,105293,0,25557,88.1,145000,154000,136000
76035,0.4,1.9,0.7,40.7,16,59.3,51172,59048,0,1466,92.6,43000,39000,56000
76036,0.4,1.1,15.3,52,22,48,37516,49472,0,25736,78.4,294500,530250,657900
76039,0.4,12.9,9.6,50.6,20.3,49.4,40007,49990,0.7,33750,68.5,366050,490550,565050
76040,0.5,9.8,20.8,50.6,20.8,49.4,30818,41773,2.8,32301,59.3,217850,258100,303450
76043,1,0,0.2,52.6,20.3,47.4,30072,48808,0.7,7509,93.9,291000,234600,431200
76044,0,0,0.2,48.1,13.5,51.9,38796,48381,0,3799,97.7,38300,37950,46350
76048,1.2,0,1.2,51.4,15.4,48.6,31023,41500,0,23702,93.7,270000,353300,436950
76049,0.5,1.6,0.4,51.1,11.6,48.9,36353,48111,0,27889,95.6,370100,564000,704600
76050,0.1,0.4,1.4,52.2,13.2,47.8,36285,40466,0,5747,95,36000,29000,25000
76051,0.7,7.3,4.2,51.1,21.4,48.9,41941,54519,0,51685,79.2,423250,543100,725900
76052,0.6,1.8,7.3,51.2,13,48.8,52653,61338,0,20779,85,70000,67000,99000
76053,1.2,4.4,9.3,50.3,27.3,49.7,28752,42783,0.3,30567,75.8,157050,275150,461650
76054,0.3,1.6,2.9,51.6,10.5,48.4,45185,57161,0,11948,92.6,132000,170750,186050
76055,0.4,0,5.1,53.7,22.7,46.3,30060,40808,0,2643,88.3,30000,82000,103450
76058,1.3,0.4,3.5,48.2,17.3,51.8,33876,42350,0,18068,90.3,132850,175150,208800
76060,0,5.7,5.5,49.1,20.5,50.9,41430,53945,0.2,7638,80.8,60000,81550,96050
76063,0.3,4.3,15.8,51.7,16.9,48.3,47360,60146,0.1,69146,71.4,448000,877150,1300400
76064,0,2.7,3,50.3,6.6,49.7,38214,45515,0,1790,91.4,13000,33000,26000
76065,0.5,1.1,3.6,50.5,11.9,49.5,44854,57273,0,34291,90.4,344100,502500,750550
76066,0,0,0,47.4,3.7,52.6,36283,50284,0,3193,98.2,13400,15000,23000
76067,0.6,0.8,4,49.5,23.8,50.5,25286,33857,0,20561,89.8,223900,375950,532700
76071,1,0,2.9,50.5,21.3,49.5,30487,43529,0.3,4069,92.1,6000,2550,10000
76073,0,0.1,0,48.7,14.5,51.3,38524,44924,1.4,6155,96.7,12000,17000,7000
76078,1.6,0.7,1.2,50.7,24.2,49.3,36753,46958,0,10366,92.1,118200,159000,168750
76082,0.6,0.2,0.4,51.2,10.1,48.8,32102,45408,0.1,18030,95.8,157400,270150,402850
76084,1.8,1.1,7.6,45.2,30.8,54.8,34281,40738,0,8456,86,71550,107000,102000
76085,1.1,0.1,0.6,50.2,13,49.8,37805,51897,0.3,10747,95.2,17000,34000,44700
76086,0.7,0.4,2.9,54.1,16.8,45.9,27486,38803,0,22311,90.8,556400,709050,673650
76087,0.7,0.6,1.7,50.8,9.5,49.2,41534,54271,0,26889,93.6,193800,217200,217600
76088,1.6,0.2,0.4,48.4,7.7,51.6,36678,46987,0,11854,95.7,47000,55300,97500
76092,0.5,10.2,2.6,50.5,5.9,49.5,85853,134385,0,30138,83.7,248600,299450,278950
76093,0.1,0,0,50.9,7.8,49.1,32500,37371,0,1680,99.4,63950,31000,28000
76102,1.4,2.2,22.2,46.1,24.6,53.9,35090,58566,0.2,9803,63.8,93000,93000,149000
76103,0.1,3.4,23.7,53.8,45,46.2,25310,36494,0,13689,58.5,46000,62650,147800
76104,0.1,2,40.7,53.4,42.7,46.6,24917,30139,0,18199,39,64550,57000,84600
76105,0.6,0.5,36,48.8,58.3,51.2,22277,27160,0,21661,40.7,46950,98850,91100
76106,0.5,0.6,7.8,47,82.8,53,22154,29084,0,39218,63.9,271200,476200,636800
76107,0.8,1.5,13,52.1,24.3,47.9,38536,51902,0,30110,72.5,182500,310200,360000
76108,0.7,2.5,5.8,50.2,24.1,49.8,35567,44733,0,41418,83.6,426500,566350,566250
76109,0.1,2.1,5,50.5,10.6,49.5,41744,63061,0,22448,87.3,84000,108000,216250
76110,0.3,1.2,3.5,48.8,65.8,51.2,26335,33992,0,31118,75.5,223000,276500,293300
76111,0.6,3.2,2.6,48.8,71,51.2,24534,28833,0,22456,68.2,200350,284000,332700
76112,0.4,2,41.7,50.4,27,49.6,28358,35722,0.2,41448,45.4,233500,246050,410050
76114,0.6,0.8,3.4,48.7,51.2,51.3,26257,33008,0,25647,74.7,176400,323000,416450
76115,0.1,2.6,7.1,49.1,76,50.9,22084,27308,0.2,20485,59.5,170400,247250,231450
76116,0.2,2.7,15.6,50.3,26.3,49.7,30552,40832,0.1,49789,69.4,365000,553650,654150
76117,0.4,9.6,4.1,50.9,47.6,49.1,25344,31075,0.1,31298,72.1,167950,256000,246650
76118,0.6,6.1,7.1,53.6,25.1,46.4,38736,46484,1.3,16318,72.7,64850,113350,103300
76119,0.2,4,45.2,49.2,38,50.8,22192,29942,0,48380,31.6,169450,227750,331300
76120,1.5,4,44.4,54.8,21.6,45.2,28036,40792,0.1,19041,44.9,89100,99400,109000
76123,0.2,6.9,36.5,51.3,22.6,48.7,40827,49433,0,32131,51,21000,43150,64000
76126,0.2,1.7,3.2,51,13.7,49,50336,57506,0,21355,92.5,271350,414850,439800
76131,0.6,8.2,11.1,49.8,26.5,50.2,40912,50708,0,37868,68.1,232500,371550,468500
76132,0.3,6,19.9,53.7,17.2,46.3,37124,47009,0,26405,68.7,102300,177600,232650
76133,0.2,2.5,21.4,52.7,35.6,47.3,30910,38369,0.1,51022,69,338150,543850,606650
76134,0.2,1.2,34.1,54.3,42.3,45.7,27452,35344,0,26581,58.1,200000,331150,282950
76135,0.7,2.4,6,49.1,25.6,50.9,36744,47306,0,23845,86.2,210650,278050,351150
76137,0.2,7.6,9.1,52.3,23.8,47.7,36633,47760,0.1,60065,71.7,365000,522500,660850
76140,0.3,1.2,32,51.2,35.9,48.8,30814,39833,0,30643,55.2,411150,403700,401600
76148,1.1,4.7,3.1,50.7,21.8,49.3,32722,42393,0,23819,82.9,345900,381050,516200
76155,0.5,17.3,33.5,49.2,20.2,50.8,40858,46401,0,5289,40.2,29000,28950,24000
76164,2,0.5,0.8,47.8,94.3,52.2,21172,27473,0,16091,65.6,101850,149500,272300
76177,1.3,1.4,8.1,47.2,11.8,52.8,51906,60705,0,7907,79.3,93000,122000,144400
76179,0.7,4.3,6.5,50.9,25.8,49.1,42108,51930,0.1,57204,79.7,281100,441600,676550
76180,0.9,4.6,7.6,51.2,19.8,48.8,30928,40764,1.4,36385,79.2,406450,523050,561000
76182,0.3,3.8,3.4,51.1,13.4,48.9,41924,54753,0,31227,85.8,52000,119250,213500
76201,0.7,8.3,11,53.8,21.3,46.2,10349,32315,0,28038,73.9,167650,228800,286300
76205,0.4,5.3,11.5,48.4,21.7,51.6,20867,36512,0.5,20992,75.2,208000,265950,332050
76207,0.4,2.6,6.7,52.2,22.8,47.8,28036,36888,0,14221,85.1,139050,182250,222750
76208,0.4,2.3,7.7,51.7,30.4,48.3,34635,46227,0.1,23463,84.6,44000,68000,65000
76209,0.2,1.1,9.2,51.6,29.3,48.4,26163,38593,0.1,24667,83,72000,96550,99000
76210,0.6,3.4,7.9,51.1,18.4,48.9,42072,54725,0.1,44044,82.1,94000,124000,168200
76225,0,0,0.2,49.9,6.8,50.1,32700,47409,0,3313,98.3,44000,54000,47000
76226,0.1,3.1,1.3,50.6,8.1,49.4,58330,87731,0.3,25037,91.4,85000,134450,101500
76227,0.3,1,10,51.5,13.2,48.5,45242,55113,0,29616,82.5,239600,329450,441400
76228,3.5,0,0,51.7,2.8,48.3,40924,51641,0,1027,92.8,11000,26750,10000
76230,0.1,0,0,52,11.7,48,32334,44734,0,9538,95.8,188500,241000,170900
76233,0.4,0.4,0.6,48.1,7.7,51.9,38208,49435,0.1,3490,96.4,30000,46000,40000
76234,0.3,1,0.6,50.3,17.9,49.7,37044,46536,0,15341,93.2,153550,246600,261700
76238,0,0,0,50.8,8.3,49.3,41136,62833,0,400,99,46000,19000,11000
76240,0.9,1.1,3.5,50.6,21.3,49.4,29812,40800,0.2,27123,89.5,169100,373750,495350
76244,0.2,7.3,8.5,51.3,16.9,48.7,50425,60909,0,74414,74.9,230000,316900,368000
76245,0,2.8,0,50.3,3.2,49.7,22974,39408,0,1869,95.7,3000,4000,2000
76247,0.7,0.3,2.6,50.2,14.8,49.8,40511,51296,0,14009,91,41650,71000,78000
76248,0.4,5.7,1.7,51.1,8.8,48.9,54939,81715,0,39131,86.4,500850,599600,610700
76249,0.7,0.3,0.2,48,20.2,52,37088,47388,0,8516,94.2,91000,121700,86000
76252,0,0,0.8,47.6,7,52.4,32487,43607,0,2622,96.1,44000,54000,19600
76255,0.2,0.1,0.3,50.1,11,49.9,23588,32408,0,5369,94.3,97850,111000,34800
76258,1.7,0,0.7,49.4,25.8,50.6,35285,49868,0,6820,92,33000,44000,71350
76259,0.8,2.2,5.1,50.8,15.9,49.2,40444,51417,0,4890,89.8,8000,8000,21000
76262,0.2,3.8,3.6,51.3,12,48.7,49426,68446,0.2,34422,86.6,330000,494350,440900
76265,0.6,1.1,0.8,50.7,3.9,49.3,30239,39571,0,1806,96.5,8900,5150,4000
76266,0.1,0.2,3.8,51.2,14.3,48.8,35396,48019,0,15439,92.8,96000,156000,274950
76270,0,0,0,49.7,13.6,50.3,34052,46944,0,1797,94.1,6000,9000,7000
76271,0.6,0.4,0,54.5,16.5,45.5,33947,43173,0,1626,98.7,27000,25750,22000
76272,0.4,0.3,0,49.7,7.2,50.3,38500,48092,0,4256,97.9,52000,61000,77250
76273,1.8,0.2,0.8,50.5,12.5,49.5,28311,38205,0,9245,96,31000,53000,63000
76301,1.9,0.9,19,53.4,31.5,46.6,20214,25811,0,15632,62.7,30400,64800,49000
76302,1.4,1.1,8.9,54.7,16.5,45.3,26523,40737,0.2,13725,80.7,150100,241750,240700
76305,2.1,1.5,0.9,50.8,8.5,49.2,30498,40957,0,4264,90.3,9000,16000,30000
76306,1.2,1.5,16.6,52.5,23.3,47.5,25738,33162,0,15099,68.2,94450,142850,259000
76308,0.7,3.6,8.5,54.4,11.1,45.6,24815,38496,0.1,19361,82.1,70000,146150,170950
76309,1,0.7,6.7,50.7,31.3,49.3,25719,35169,0,12939,81.1,65000,62000,72000
76310,0,4.7,2.5,49.2,11,50.8,41094,48196,0,17720,89,72950,66000,80000
76351,0.8,0.2,3.8,53.6,8.9,46.4,35000,40861,0,1853,95.1,12000,14000,37000
76354,1.4,1.1,4.2,54.2,9.2,45.8,30169,37774,0,12085,85.5,67000,73450,99250
76360,2.5,0,1,48.3,7.4,51.7,28265,41108,0,3561,89.6,34400,19550,24750
76364,3.5,0.7,0,42.7,7,57.3,29000,41250,0,143,93,8000,11000,14000
76365,0.6,0.1,1.2,47.8,3.6,52.2,23871,33606,0,4395,95.3,22100,20350,33100
76366,0,1.5,1.4,50.5,8.6,49.5,26620,40109,0,2102,94,7000,95000,113000
76367,0.4,0.1,13.9,31,18.4,69,32005,40797,0,14963,81.8,12700,15000,46000
76371,0,0,8.7,49.5,40.1,50.5,30978,39318,0,1557,83.3,10000,11000,8850
76372,0.3,0,0,52.9,9.9,47.1,21894,32306,0,1409,99.7,36500,31000,40000
76374,0.7,0.1,0.5,52.4,18.9,47.6,30271,42962,0,3917,94.3,39000,64000,69000
76380,0,0,3.4,51.7,10,48.3,28321,41045,0,3633,91.5,37000,55000,73000
76384,1.8,1,8.8,50.9,29.7,49.1,25699,32317,0,12385,80.5,82850,174400,274400
76401,1.2,1,1.7,51.7,17.8,48.3,23293,37518,0.1,29478,91.7,228600,481550,473050
76424,0.1,0.4,2.3,49,24.3,51,27451,40936,0,8794,90.4,78200,116350,95700
76426,0.6,0.2,2.2,47.8,29,52.2,30753,42668,0.2,12453,92.6,144000,198250,217500
76427,1.2,0.5,1.2,56.9,9.1,43.1,31000,40417,0,1021,97.2,18950,36000,38000
76430,0,0.2,0.2,50.4,13.8,49.6,22804,40405,0,2428,96.6,15000,5000,43150
76431,0,0.1,1.5,53.4,15.1,46.6,31901,50223,0.1,2931,90.8,13000,18100,26000
76437,0.8,0.1,3.2,48.5,9.3,51.5,27201,37057,0,5401,87.7,117850,141600,181400
76442,0.5,0.3,1.8,50.4,29.7,49.6,26477,37008,0,7496,95.7,52000,95000,115000
76443,0.3,0,0,50.8,7.6,49.2,32230,40664,0,2316,99.1,44000,24450,28250
76444,0.8,0.3,0.8,54.2,18.2,45.8,30030,35000,0,3472,93.9,40000,42000,23000
76446,0.4,0.6,0.8,49.5,35.2,50.5,27605,33328,0,8105,91,63900,128700,150000
76448,0,0.6,0.6,45.4,16.8,54.6,23454,31278,0,5224,91.6,101000,176000,170950
76449,1.5,0.4,0,49.7,9.6,50.3,21212,32083,0,2427,93.9,49000,53000,45300
76450,1.4,0.6,2,50,17.4,50,30503,41101,0,12885,94.7,149550,214000,215800
76453,0.2,0,0,48.5,3.7,51.5,30625,51538,1,1357,96.3,20000,27350,13000
76454,0,0,0,51.5,28.1,48.5,24798,30375,0,1560,96.9,14000,8000,5000
76457,0.5,0.2,0.7,50.1,19.8,49.9,23547,33669,0,4102,95.2,46000,83000,50350
76458,0.3,0.1,6.6,42.1,20.6,57.9,30417,49915,0,5913,89.6,66000,100500,88600
76470,0.9,0.2,3.9,50.8,21.4,49.2,17133,28250,0,3820,93.1,20100,28000,39200
76471,0.1,0.6,2.5,50.3,7.2,49.7,24313,28276,0,2275,95.6,10000,5000,10000
76472,0.8,0,0,49.4,6.5,50.6,33776,41250,0,1507,98.4,41250,72350,73000
76475,0,0,0,48.5,29.5,51.5,30647,38750,0,909,96.9,3000,3000,3000
76476,0.3,0.3,0.4,50.1,7.4,49.9,34076,47431,0,2718,98.7,31000,40000,48000
76483,0,0.5,0.2,54.2,19.2,45.8,30063,40179,0,972,98.3,23000,25500,16000
76486,1.9,0.3,0,50.2,6.3,49.8,40625,51250,0,1040,93.2,10000,18550,22650
76487,0,0,0,50,12.1,50,26982,41045,0,2704,96.6,27600,23600,16000
76501,0,0.2,19.7,49.1,30.7,50.9,24366,33100,0,17571,76.1,177200,256150,225750
76502,0.7,2.5,11.2,52.2,20,47.8,35284,47432,0.1,38571,80.1,432000,784750,776650
76504,0.5,1.6,20.2,52.4,31,47.6,24640,30245,0.1,23368,71.2,298800,436050,528100
76511,0,0,19.4,35.3,36.5,64.7,26565,34083,0,2869,75.1,18000,33000,32800
76513,1,1.6,6.2,50.2,24.9,49.8,31489,44910,0,38124,85.1,513200,792650,837700
76520,0.2,0.1,13.6,49.8,23.1,50.2,25104,34078,0,8124,80.8,76000,156900,140700
76522,1,2.2,15.1,52.2,16.4,47.8,30921,37167,1.7,36581,69.6,355100,594650,679350
76527,0,0,0,47,27.9,53,34231,39850,0.5,3886,95.9,48000,88000,106550
76528,0.6,0.4,4.1,56.5,14.7,43.5,30247,39548,0,16708,88.9,221450,512750,383350
76530,0,0,3.3,47.1,20.2,52.9,35363,43214,0,2190,94,62000,116150,185000
76531,0.8,0.2,0.6,52.9,8.2,47.1,30512,38731,0,4632,95.6,69000,76450,63400
76534,0.8,0,2.7,51.9,20.9,48.1,31694,37121,0,2927,91.6,17000,33600,26000
76537,0.2,0.5,3,50.7,32.4,49.3,33645,37762,0,4921,90.6,310000,311100,157850
76539,1.4,1.2,4.1,49.6,11.2,50.4,38894,48553,1.3,8530,84.8,14000,42000,40000
76541,0.7,2.7,27.4,49.7,30,50.3,20786,27864,2.6,18447,55.1,183250,340600,320800
76542,2,4.2,35.9,51.1,25.2,48.9,32385,41748,0.9,50324,46.7,510050,866450,936100
76543,0.9,3,39.3,51.1,22.7,48.9,26434,34103,1.7,29256,42.7,200150,303350,292950
76548,0.6,4.5,17.4,49.8,20,50.2,36801,50501,0.6,29595,67.7,281050,447200,538900
76549,0.2,4.9,37.9,50.7,24,49.3,30167,36834,1.4,48970,42.5,353950,568600,556700
76550,0,1.6,2.1,49.7,21.6,50.3,25973,37327,0.7,12517,91.1,172350,184700,281250
76554,0,1.1,1.1,45.3,30.8,54.7,30469,34936,0,2285,92.2,28850,49000,50500
76556,0.7,0,4.6,47.5,3,52.5,29000,37917,0,1281,93.8,5000,11000,8650
76557,0.4,1.3,3.4,49.2,19.2,50.8,31625,42418,0,4783,90,11000,12000,22000
76559,0,1.6,7.9,51.7,23.4,48.3,35043,42479,0,5534,76.2,30000,66000,119950
76567,0.2,0.7,9.1,49.8,33.5,50.2,29344,39800,0,9098,81.6,68000,82150,89800
76569,0.5,0,5,45.9,21.7,54.1,33451,36563,0,2250,90.6,27000,32000,54200
76570,0.2,0,13.1,48.1,24.8,51.9,23077,31638,0,2909,86.2,16700,14200,16250
76571,0.1,0.9,1.9,48.2,11.2,51.8,41236,57983,0,7200,95.8,62000,62000,56000
76574,0.2,0.6,9.5,51.4,40.3,48.6,29573,36532,0,18939,79.3,292700,490950,633950
76577,0,0,2.5,51.6,15.4,48.4,33042,42335,0,3311,94.4,41000,47000,64000
76578,0,0,3.7,51.5,29.4,48.5,30240,41875,0,1422,87.8,22000,23000,32000
76579,0.1,0,0.7,51.3,14.7,48.7,35647,42290,0,4672,97.3,15000,40000,63000
76621,1.1,0,0.4,51.8,5.3,48.2,36932,45833,0,907,97.2,16000,13000,13000
76627,0.1,0,0.8,53.3,7.1,46.7,38636,51467,0,1612,95.1,22000,25300,15000
76629,0,0.6,18.1,51.9,5.2,48.1,30833,52946,0.1,1686,80,51000,51000,21350
76633,0,0,1,48.5,8.4,51.5,37349,50302,0,5346,92.4,26000,37750,64000
76634,0.3,0.4,1.8,52.1,11.5,47.9,26117,38125,0,7068,92.8,149500,281850,275000
76635,1.2,0,19.6,48.2,45.2,51.8,18561,25075,0,1219,72.2,17950,38850,60250
76636,0.8,0.5,1.2,51.6,5.6,48.4,40893,46993,0,1330,95.3,8000,4000,12000
76637,0,0,0.3,56.4,21.1,43.6,21750,28000,0,629,93.8,5000,5600,11000
76638,0.3,0,4.8,47.6,8.9,52.4,37917,47647,0,3081,92.4,7000,4000,16000
76639,1.3,0,5.4,46.8,14.1,53.2,25833,36667,0,1341,91.4,13000,13000,14850
76640,0,0.9,3.4,51.5,7.4,48.5,21520,29583,0,2816,94.2,6000,13000,17000
76642,0.4,1.3,10.5,50.7,13.5,49.3,27850,41336,0,7025,83.3,65300,94450,81150
76643,0.2,2.4,5.6,51.2,17.9,48.8,39238,46839,0,14253,88.9,119650,265900,279700
76645,0.9,0.6,14.4,49.4,34.4,50.6,22899,35159,0,10477,79.8,212500,323450,328700
76648,0,0,8.8,51.1,7,48.9,28526,38333,0,2762,89.3,43000,57500,37000
76649,0,0,0,55.8,10.8,44.2,27167,60625,0,701,98.3,1000,15000,13000
76651,0.7,0,8.4,49.2,22.2,50.8,31493,37673,0,3232,82.7,87000,121450,124000
76653,2.5,0.3,4.4,51.2,16.4,48.8,32128,33966,0,902,90,53000,37000,34000
76655,0,0.1,4.3,51.3,9.3,48.7,39845,53107,0,8530,90.9,44000,82000,54000
76656,1.6,0.2,6.1,49.7,13.3,50.3,30099,40385,0,2440,88.5,24000,38350,26550
76657,0.2,1.8,5.2,50.3,24.4,49.7,30579,46250,0,9663,88.8,155000,217200,173400
76661,0.2,0.3,40.5,56.6,25.9,43.4,21096,24043,0.2,8108,54.4,108800,149850,150750
76664,0,0,24.8,44,13.5,56,29900,36276,0,3494,73.2,18000,25650,25250
76665,0,1.3,2.4,50.2,21.1,49.8,25625,35270,0,2399,94.9,36000,54750,79900
76667,1.7,0.5,26.9,46.7,24.9,53.3,22845,27670,0,11261,66.3,75500,157800,161150
76670,0.5,0,10.1,47.9,29.7,52.1,30556,34911,0,1524,81.7,2950,3000,1450
76671,1.5,0,0,50.4,18.8,49.6,24600,45017,0,1792,96.3,36000,71650,14100
76673,0,0,8.5,53.5,44,46.5,26400,31217,0,1620,90.4,249000,257000,135000
76678,0,0,0,52.8,19.1,47.2,20284,30833,0,362,100,29000,34000,38000
76681,1.9,3.6,2.7,46,24.7,54,21581,41953,0,676,91.9,3000,4000,6850
76682,0.8,0,4.7,51.2,18.5,48.8,31657,36053,0.2,2702,89.8,32000,43000,63000
76687,0,0.2,4.9,48.8,9.5,51.2,27299,40776,0,1934,94.5,1000,1000,3000
76689,0.1,0,1,50.1,16.4,49.9,32930,42122,0,3715,96.5,2000,15000,20000
76690,0.5,0,0,47.5,39.3,52.5,22284,35469,0,984,91.5,28000,57000,71000
76691,0,0.1,2.5,52.4,9.1,47.6,31862,40938,0,6524,95.8,60000,140700,141000
76692,2.4,0.2,1.5,49.1,12.1,50.9,23970,35989,0.6,10577,91.4,85250,130200,136300
76693,0.1,0,20.9,49.3,9.6,50.7,16520,35236,0,1604,77.3,4000,9000,10000
76701,1,1.2,18.8,43.7,23.5,56.3,17448,30817,0,1906,77.2,28000,97150,83350
76704,0.2,0,74,55.2,15.8,44.8,16263,23723,0,7825,23.4,34000,37550,29350
76705,1.3,0.8,16.1,49.8,28.8,50.2,22752,30943,0,30546,74.7,487000,900950,1166150
76706,0.8,3,13.8,51.5,27.2,48.5,15853,35036,0.2,36680,74,316850,715900,687750
76707,0.4,0.5,25.8,51,49.5,49,19491,23959,0,16256,60.3,44000,72550,66400
76708,0.4,2.1,13.6,51.4,35.7,48.6,26575,36931,0,27160,77.9,138750,263700,414200
76710,0.2,1.1,20,52.8,23.9,47.2,26926,36605,0,24415,72.8,404850,600800,638000
76711,0.4,1.1,10.2,47.1,62.8,52.9,21699,28026,0,9671,75.2,140050,185950,186600
76712,0.3,2.8,7.8,52.4,13.8,47.6,37782,49826,0,25350,83.7,323550,409450,463800
