Zip Code,Scratcher Sales Amount,Income Per Household Amount,Population Count,Price Point,Male Population Count,Female Population Count,Asian Population Count,Black Population Count,Hawaiian Population Count,Hispanic Population Count,Indian Population Count,White Population Count,Other Population Count,Total Population,Male Population Ratio,Female Population Ratio,Asian Population Ratio,Black Population Ratio,Hawaiian Population Ratio,Hispanic Population Ratio,Indian Population Ratio,White Population Ratio,Other Population Ratio,Ticket count,Ticket Per Capita,Sales Per Capita
85233,4512520.00,80230,37564,10,18439,19125,2999,1696,220,6420,648,30811,2669,45463,0.490868917,0.509131083,0.06596573,0.037305061,0.0048391,0.141213734,0.014253349,0.677715945,0.05870708,451252,9.92569782,99.2569782
85233,3339635.00,80230,37564,5,18439,19125,2999,1696,220,6420,648,30811,2669,45463,0.490868917,0.509131083,0.06596573,0.037305061,0.0048391,0.141213734,0.014253349,0.677715945,0.05870708,667927,14.69166135,73.45830675
85233,1374720.00,80230,37564,30,18439,19125,2999,1696,220,6420,648,30811,2669,45463,0.490868917,0.509131083,0.06596573,0.037305061,0.0048391,0.141213734,0.014253349,0.677715945,0.05870708,45824,1.007940523,30.23821569
85234,4350060.00,80340,50014,20,24518,25496,2501,1730,219,7216,697,43691,2856,58910,0.490222738,0.509777262,0.042454592,0.029366831,0.003717535,0.122491937,0.011831608,0.741656765,0.048480733,217503,3.692123578,73.84247157
85234,3349780.00,80340,50014,10,24518,25496,2501,1730,219,7216,697,43691,2856,58910,0.490222738,0.509777262,0.042454592,0.029366831,0.003717535,0.122491937,0.011831608,0.741656765,0.048480733,334978,5.686267187,56.86267187
85234,2878325.00,80340,50014,5,24518,25496,2501,1730,219,7216,697,43691,2856,58910,0.490222738,0.509777262,0.042454592,0.029366831,0.003717535,0.122491937,0.011831608,0.741656765,0.048480733,575665,9.771940248,48.85970124
85234,1423320.00,80340,50014,30,24518,25496,2501,1730,219,7216,697,43691,2856,58910,0.490222738,0.509777262,0.042454592,0.029366831,0.003717535,0.122491937,0.011831608,0.741656765,0.048480733,47444,0.805364115,24.16092344
85236,410790.00,0,0,10,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41079,#DIV/0!,#DIV/0!
85236,391120.00,0,0,20,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19556,#DIV/0!,#DIV/0!
85236,289820.00,0,0,5,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,57964,#DIV/0!,#DIV/0!
85236,117000.00,0,0,30,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3900,#DIV/0!,#DIV/0!
85248,4172840.00,68007,29821,20,13931,15890,1996,952,45,1925,957,25957,466,32298,0.467154019,0.532845981,0.061799492,0.029475509,0.001393275,0.059601214,0.029630318,0.803672054,0.014428138,208642,6.459904638,129.1980928
85248,3298260.00,68007,29821,10,13931,15890,1996,952,45,1925,957,25957,466,32298,0.467154019,0.532845981,0.061799492,0.029475509,0.001393275,0.059601214,0.029630318,0.803672054,0.014428138,329826,10.21196359,102.1196359
85248,2690755.00,68007,29821,5,13931,15890,1996,952,45,1925,957,25957,466,32298,0.467154019,0.532845981,0.061799492,0.029475509,0.001393275,0.059601214,0.029630318,0.803672054,0.014428138,538151,16.66205338,83.31026689
85248,1382370.00,68007,29821,30,13931,15890,1996,952,45,1925,957,25957,466,32298,0.467154019,0.532845981,0.061799492,0.029475509,0.001393275,0.059601214,0.029630318,0.803672054,0.014428138,46079,1.426682767,42.800483
85249,3354620.00,103280,36908,20,18012,18896,3791,1859,172,4426,474,30641,1343,42706,0.488024277,0.511975723,0.088769728,0.043530183,0.004027537,0.103638833,0.011099143,0.717487004,0.031447572,167731,3.92757458,78.55149159
85249,2554360.00,103280,36908,10,18012,18896,3791,1859,172,4426,474,30641,1343,42706,0.488024277,0.511975723,0.088769728,0.043530183,0.004027537,0.103638833,0.011099143,0.717487004,0.031447572,255436,5.981267269,59.81267269
85249,1922060.00,103280,36908,5,18012,18896,3791,1859,172,4426,474,30641,1343,42706,0.488024277,0.511975723,0.088769728,0.043530183,0.004027537,0.103638833,0.011099143,0.717487004,0.031447572,384412,9.001358123,45.00679061
85249,1337070.00,103280,36908,30,18012,18896,3791,1859,172,4426,474,30641,1343,42706,0.488024277,0.511975723,0.088769728,0.043530183,0.004027537,0.103638833,0.011099143,0.717487004,0.031447572,44569,1.043623847,31.3087154
85250,3327340.00,67841,15906,20,7286,8620,440,309,55,1115,154,14951,380,17404,0.458066139,0.541933861,0.025281544,0.017754539,0.003160193,0.064065732,0.008848541,0.85905539,0.021834061,166367,9.559124339,191.1824868
85250,2350970.00,67841,15906,10,7286,8620,440,309,55,1115,154,14951,380,17404,0.458066139,0.541933861,0.025281544,0.017754539,0.003160193,0.064065732,0.008848541,0.85905539,0.021834061,235097,13.5082165,135.082165
85250,1174090.00,67841,15906,5,7286,8620,440,309,55,1115,154,14951,380,17404,0.458066139,0.541933861,0.025281544,0.017754539,0.003160193,0.064065732,0.008848541,0.85905539,0.021834061,234818,13.4921857,67.46092852
85250,978540.00,67841,15906,30,7286,8620,440,309,55,1115,154,14951,380,17404,0.458066139,0.541933861,0.025281544,0.017754539,0.003160193,0.064065732,0.008848541,0.85905539,0.021834061,32618,1.874166858,56.22500575
85251,6895420.00,58823,34390,20,16980,17410,1072,1220,121,5837,816,30098,2237,41401,0.493748183,0.506251817,0.025893094,0.029467887,0.002922635,0.140986933,0.019709669,0.726987271,0.054032511,344771,8.327600783,166.5520157
85251,5233360.00,58823,34390,10,16980,17410,1072,1220,121,5837,816,30098,2237,41401,0.493748183,0.506251817,0.025893094,0.029467887,0.002922635,0.140986933,0.019709669,0.726987271,0.054032511,523336,12.64066085,126.4066085
85251,4232980.00,58823,34390,5,16980,17410,1072,1220,121,5837,816,30098,2237,41401,0.493748183,0.506251817,0.025893094,0.029467887,0.002922635,0.140986933,0.019709669,0.726987271,0.054032511,846596,20.44868481,102.2434241
85251,1775970.00,58823,34390,30,16980,17410,1072,1220,121,5837,816,30098,2237,41401,0.493748183,0.506251817,0.025893094,0.029467887,0.002922635,0.140986933,0.019709669,0.726987271,0.054032511,59199,1.429892998,42.89678993
85253,560920.00,136558,17047,20,8347,8700,854,243,26,744,97,15948,211,18123,0.489646272,0.510353728,0.047122441,0.013408376,0.001434641,0.041052806,0.005352315,0.879986757,0.011642664,28046,1.54753628,30.9507256
85253,457600.00,136558,17047,10,8347,8700,854,243,26,744,97,15948,211,18123,0.489646272,0.510353728,0.047122441,0.013408376,0.001434641,0.041052806,0.005352315,0.879986757,0.011642664,45760,2.524968272,25.24968272
85253,347950.00,136558,17047,5,8347,8700,854,243,26,744,97,15948,211,18123,0.489646272,0.510353728,0.047122441,0.013408376,0.001434641,0.041052806,0.005352315,0.879986757,0.011642664,69590,3.839871986,19.19935993
85253,157020.00,136558,17047,30,8347,8700,854,243,26,744,97,15948,211,18123,0.489646272,0.510353728,0.047122441,0.013408376,0.001434641,0.041052806,0.005352315,0.879986757,0.011642664,5234,0.288804282,8.664128456
85254,7554120.00,90398,45801,20,22432,23369,2764,827,94,2774,431,41811,895,49596,0.489770966,0.510229034,0.055730301,0.016674732,0.001895314,0.05593193,0.008690217,0.843031696,0.01804581,377706,7.615654488,152.3130898
85254,6111780.00,90398,45801,10,22432,23369,2764,827,94,2774,431,41811,895,49596,0.489770966,0.510229034,0.055730301,0.016674732,0.001895314,0.05593193,0.008690217,0.843031696,0.01804581,611178,12.3231309,123.231309
85254,3764280.00,90398,45801,5,22432,23369,2764,827,94,2774,431,41811,895,49596,0.489770966,0.510229034,0.055730301,0.016674732,0.001895314,0.05593193,0.008690217,0.843031696,0.01804581,752856,15.17977256,75.89886281
85254,2256270.00,90398,45801,30,22432,23369,2764,827,94,2774,431,41811,895,49596,0.489770966,0.510229034,0.055730301,0.016674732,0.001895314,0.05593193,0.008690217,0.843031696,0.01804581,75209,1.516432777,45.49298331
85255,3290300.00,122411,37270,20,18148,19122,1894,572,52,1577,147,34918,384,39544,0.48693319,0.51306681,0.047896015,0.0144649,0.001314991,0.039879628,0.003717378,0.883016387,0.009710702,164515,4.160302448,83.20604896
85255,2007990.00,122411,37270,10,18148,19122,1894,572,52,1577,147,34918,384,39544,0.48693319,0.51306681,0.047896015,0.0144649,0.001314991,0.039879628,0.003717378,0.883016387,0.009710702,200799,5.077862634,50.77862634
85255,1274625.00,122411,37270,5,18148,19122,1894,572,52,1577,147,34918,384,39544,0.48693319,0.51306681,0.047896015,0.0144649,0.001314991,0.039879628,0.003717378,0.883016387,0.009710702,254925,6.446616427,32.23308214
85255,916230.00,122411,37270,30,18148,19122,1894,572,52,1577,147,34918,384,39544,0.48693319,0.51306681,0.047896015,0.0144649,0.001314991,0.039879628,0.003717378,0.883016387,0.009710702,30541,0.772329557,23.16988671
85257,4563500.00,57292,26755,20,13307,13448,797,834,89,5534,933,22644,2349,33180,0.497364979,0.502635021,0.024020494,0.025135624,0.002682339,0.166787221,0.028119349,0.682459313,0.07079566,228175,6.876883665,137.5376733
85257,3967050.00,57292,26755,10,13307,13448,797,834,89,5534,933,22644,2349,33180,0.497364979,0.502635021,0.024020494,0.025135624,0.002682339,0.166787221,0.028119349,0.682459313,0.07079566,396705,11.95614828,119.5614828
85257,3218895.00,57292,26755,5,13307,13448,797,834,89,5534,933,22644,2349,33180,0.497364979,0.502635021,0.024020494,0.025135624,0.002682339,0.166787221,0.028119349,0.682459313,0.07079566,643779,19.40262206,97.01311031
85257,1256070.00,57292,26755,30,13307,13448,797,834,89,5534,933,22644,2349,33180,0.497364979,0.502635021,0.024020494,0.025135624,0.002682339,0.166787221,0.028119349,0.682459313,0.07079566,41869,1.261874623,37.8562387
85258,3482820.00,80850,23342,20,10919,12423,851,352,39,1034,178,22112,242,24808,0.467783395,0.532216605,0.03430345,0.014188971,0.001572074,0.041680103,0.007175105,0.891325379,0.009754918,174141,7.019550145,140.3910029
85258,1959120.00,80850,23342,10,10919,12423,851,352,39,1034,178,22112,242,24808,0.467783395,0.532216605,0.03430345,0.014188971,0.001572074,0.041680103,0.007175105,0.891325379,0.009754918,195912,7.897129958,78.97129958
85258,1234530.00,80850,23342,30,10919,12423,851,352,39,1034,178,22112,242,24808,0.467783395,0.532216605,0.03430345,0.014188971,0.001572074,0.041680103,0.007175105,0.891325379,0.009754918,41151,1.658779426,49.76338278
85258,1160220.00,80850,23342,5,10919,12423,851,352,39,1034,178,22112,242,24808,0.467783395,0.532216605,0.03430345,0.014188971,0.001572074,0.041680103,0.007175105,0.891325379,0.009754918,232044,9.353595614,46.76797807
85259,1965140.00,100720,21422,20,10430,10992,1225,410,40,1109,149,19787,299,23019,0.486882644,0.513117356,0.053216908,0.017811373,0.001737695,0.048177592,0.006472914,0.859594248,0.01298927,98257,4.268517312,85.37034624
85259,1203880.00,100720,21422,10,10430,10992,1225,410,40,1109,149,19787,299,23019,0.486882644,0.513117356,0.053216908,0.017811373,0.001737695,0.048177592,0.006472914,0.859594248,0.01298927,120388,5.229940484,52.29940484
85259,715335.00,100720,21422,5,10430,10992,1225,410,40,1109,149,19787,299,23019,0.486882644,0.513117356,0.053216908,0.017811373,0.001737695,0.048177592,0.006472914,0.859594248,0.01298927,143067,6.215170077,31.07585038
85259,574320.00,100720,21422,30,10430,10992,1225,410,40,1109,149,19787,299,23019,0.486882644,0.513117356,0.053216908,0.017811373,0.001737695,0.048177592,0.006472914,0.859594248,0.01298927,19144,0.831660802,24.94982406
85260,8088080.00,82159,36056,20,17065,18991,2351,750,61,2156,279,32864,575,39036,0.473291546,0.526708454,0.060226458,0.019213034,0.00156266,0.055231069,0.007147249,0.841889538,0.014729993,404404,10.35977047,207.1954094
85260,5365030.00,82159,36056,10,17065,18991,2351,750,61,2156,279,32864,575,39036,0.473291546,0.526708454,0.060226458,0.019213034,0.00156266,0.055231069,0.007147249,0.841889538,0.014729993,536503,13.74380059,137.4380059
85260,3099520.00,82159,36056,5,17065,18991,2351,750,61,2156,279,32864,575,39036,0.473291546,0.526708454,0.060226458,0.019213034,0.00156266,0.055231069,0.007147249,0.841889538,0.014729993,619904,15.88031561,79.40157803
85260,2341590.00,82159,36056,30,17065,18991,2351,750,61,2156,279,32864,575,39036,0.473291546,0.526708454,0.060226458,0.019213034,0.00156266,0.055231069,0.007147249,0.841889538,0.014729993,78053,1.99951327,59.98539809
85262,993720.00,115743,11275,20,5624,5651,330,160,16,370,75,10775,110,11836,0.498802661,0.501197339,0.027881041,0.01351808,0.001351808,0.031260561,0.0063366,0.910358229,0.00929368,49686,4.197870902,83.95741805
85262,504600.00,115743,11275,10,5624,5651,330,160,16,370,75,10775,110,11836,0.498802661,0.501197339,0.027881041,0.01351808,0.001351808,0.031260561,0.0063366,0.910358229,0.00929368,50460,4.263264616,42.63264616
85262,348090.00,115743,11275,5,5624,5651,330,160,16,370,75,10775,110,11836,0.498802661,0.501197339,0.027881041,0.01351808,0.001351808,0.031260561,0.0063366,0.910358229,0.00929368,69618,5.881885772,29.40942886
85262,274800.00,115743,11275,30,5624,5651,330,160,16,370,75,10775,110,11836,0.498802661,0.501197339,0.027881041,0.01351808,0.001351808,0.031260561,0.0063366,0.910358229,0.00929368,9160,0.773910105,23.21730314
85264,2400.00,54167,1249,20,618,631,4,9,0,178,896,335,47,1469,0.494795837,0.505204163,0.002722941,0.006126617,0,0.121170865,0.609938734,0.22804629,0.031994554,120,0.081688223,1.633764466
85264,1680.00,54167,1249,10,618,631,4,9,0,178,896,335,47,1469,0.494795837,0.505204163,0.002722941,0.006126617,0,0.121170865,0.609938734,0.22804629,0.031994554,168,0.114363513,1.143635126
85264,1200.00,54167,1249,30,618,631,4,9,0,178,896,335,47,1469,0.494795837,0.505204163,0.002722941,0.006126617,0,0.121170865,0.609938734,0.22804629,0.031994554,40,0.027229408,0.816882233
85264,310.00,54167,1249,5,618,631,4,9,0,178,896,335,47,1469,0.494795837,0.505204163,0.002722941,0.006126617,0,0.121170865,0.609938734,0.22804629,0.031994554,62,0.042205582,0.21102791
85266,969700.00,115787,11406,20,5547,5859,321,164,18,381,49,10964,82,11979,0.486322988,0.513677012,0.026796895,0.013690625,0.00150263,0.03180566,0.004090492,0.915268386,0.006845313,48485,4.047499791,80.94999583
85266,486550.00,115787,11406,10,5547,5859,321,164,18,381,49,10964,82,11979,0.486322988,0.513677012,0.026796895,0.013690625,0.00150263,0.03180566,0.004090492,0.915268386,0.006845313,48655,4.061691293,40.61691293
85266,378540.00,115787,11406,30,5547,5859,321,164,18,381,49,10964,82,11979,0.486322988,0.513677012,0.026796895,0.013690625,0.00150263,0.03180566,0.004090492,0.915268386,0.006845313,12618,1.053343351,31.60030053
85266,264970.00,115787,11406,5,5547,5859,321,164,18,381,49,10964,82,11979,0.486322988,0.513677012,0.026796895,0.013690625,0.00150263,0.03180566,0.004090492,0.915268386,0.006845313,52994,4.423908507,22.11954253
85268,3453380.00,76644,22684,20,10837,11847,538,285,44,928,199,21644,306,23944,0.477737612,0.522262388,0.022469095,0.011902773,0.001837621,0.0387571,0.008311059,0.903942533,0.01277982,172669,7.211368192,144.2273638
85268,2697500.00,76644,22684,10,10837,11847,538,285,44,928,199,21644,306,23944,0.477737612,0.522262388,0.022469095,0.011902773,0.001837621,0.0387571,0.008311059,0.903942533,0.01277982,269750,11.26587036,112.6587036
85268,1709765.00,76644,22684,5,10837,11847,538,285,44,928,199,21644,306,23944,0.477737612,0.522262388,0.022469095,0.011902773,0.001837621,0.0387571,0.008311059,0.903942533,0.01277982,341953,14.28136485,71.40682426
85268,1333770.00,76644,22684,30,10837,11847,538,285,44,928,199,21644,306,23944,0.477737612,0.522262388,0.022469095,0.011902773,0.001837621,0.0387571,0.008311059,0.903942533,0.01277982,44459,1.856790845,55.70372536
85281,5396040.00,32300,57348,10,31214,26134,4831,3900,307,14089,2311,41708,6913,74059,0.544290995,0.455709005,0.065231775,0.052660716,0.004145344,0.190240214,0.03120485,0.563172606,0.093344496,539604,7.286136729,72.86136729
85281,5268260.00,32300,57348,20,31214,26134,4831,3900,307,14089,2311,41708,6913,74059,0.544290995,0.455709005,0.065231775,0.052660716,0.004145344,0.190240214,0.03120485,0.563172606,0.093344496,263413,3.556799309,71.13598617
85281,5001965.00,32300,57348,5,31214,26134,4831,3900,307,14089,2311,41708,6913,74059,0.544290995,0.455709005,0.065231775,0.052660716,0.004145344,0.190240214,0.03120485,0.563172606,0.093344496,1000393,13.50805439,67.54027195
85281,1463970.00,32300,57348,30,31214,26134,4831,3900,307,14089,2311,41708,6913,74059,0.544290995,0.455709005,0.065231775,0.052660716,0.004145344,0.190240214,0.03120485,0.563172606,0.093344496,48799,0.65892059,19.76761771
85282,8174600.00,51783,48671,20,24983,23688,2357,3816,417,10008,2112,37616,4457,60783,0.51330361,0.48669639,0.03877729,0.062780712,0.006860471,0.164651301,0.034746557,0.618857246,0.073326424,408730,6.724413076,134.4882615
85282,7446440.00,51783,48671,10,24983,23688,2357,3816,417,10008,2112,37616,4457,60783,0.51330361,0.48669639,0.03877729,0.062780712,0.006860471,0.164651301,0.034746557,0.618857246,0.073326424,744644,12.25085962,122.5085962
85282,5756710.00,51783,48671,5,24983,23688,2357,3816,417,10008,2112,37616,4457,60783,0.51330361,0.48669639,0.03877729,0.062780712,0.006860471,0.164651301,0.034746557,0.618857246,0.073326424,1151342,18.94184229,94.70921146
85282,2536770.00,51783,48671,30,24983,23688,2357,3816,417,10008,2112,37616,4457,60783,0.51330361,0.48669639,0.03877729,0.062780712,0.006860471,0.164651301,0.034746557,0.618857246,0.073326424,84559,1.391162003,41.73486008
85283,7695220.00,60548,44813,20,22640,22173,2583,3688,266,11979,4706,30316,5342,58880,0.505210542,0.494789458,0.043868886,0.06263587,0.004517663,0.20344769,0.079925272,0.514877717,0.090726902,384761,6.534663723,130.6932745
85283,5731010.00,60548,44813,10,22640,22173,2583,3688,266,11979,4706,30316,5342,58880,0.505210542,0.494789458,0.043868886,0.06263587,0.004517663,0.20344769,0.079925272,0.514877717,0.090726902,573101,9.733372962,97.33372962
85283,4921565.00,60548,44813,5,22640,22173,2583,3688,266,11979,4706,30316,5342,58880,0.505210542,0.494789458,0.043868886,0.06263587,0.004517663,0.20344769,0.079925272,0.514877717,0.090726902,984313,16.71727242,83.58636209
85283,2037630.00,60548,44813,30,22640,22173,2583,3688,266,11979,4706,30316,5342,58880,0.505210542,0.494789458,0.043868886,0.06263587,0.004517663,0.20344769,0.079925272,0.514877717,0.090726902,67921,1.153549592,34.60648777
85284,5081220.00,115169,16479,20,8134,8345,1466,427,27,1468,149,14444,391,18372,0.493597912,0.506402088,0.079795341,0.02324189,0.001469628,0.079904202,0.008110168,0.786196386,0.021282386,254061,13.82870673,276.5741346
85284,3705820.00,115169,16479,10,8134,8345,1466,427,27,1468,149,14444,391,18372,0.493597912,0.506402088,0.079795341,0.02324189,0.001469628,0.079904202,0.008110168,0.786196386,0.021282386,370582,20.17102112,201.7102112
85284,2572335.00,115169,16479,5,8134,8345,1466,427,27,1468,149,14444,391,18372,0.493597912,0.506402088,0.079795341,0.02324189,0.001469628,0.079904202,0.008110168,0.786196386,0.021282386,514467,28.00277596,140.0138798
85284,1634460.00,115169,16479,30,8134,8345,1466,427,27,1468,149,14444,391,18372,0.493597912,0.506402088,0.079795341,0.02324189,0.001469628,0.079904202,0.008110168,0.786196386,0.021282386,54482,2.965490965,88.96472894
85286,2020280.00,98844,38930,20,19179,19751,5489,2184,189,6183,585,29733,2333,46696,0.492653481,0.507346519,0.117547542,0.046770601,0.004047456,0.132409628,0.01252784,0.636735481,0.049961453,101014,2.163225972,43.26451944
85286,1635180.00,98844,38930,10,19179,19751,5489,2184,189,6183,585,29733,2333,46696,0.492653481,0.507346519,0.117547542,0.046770601,0.004047456,0.132409628,0.01252784,0.636735481,0.049961453,163518,3.501756039,35.01756039
85286,1297330.00,98844,38930,5,19179,19751,5489,2184,189,6183,585,29733,2333,46696,0.492653481,0.507346519,0.117547542,0.046770601,0.004047456,0.132409628,0.01252784,0.636735481,0.049961453,259466,5.556493062,27.78246531
85286,664650.00,98844,38930,30,19179,19751,5489,2184,189,6183,585,29733,2333,46696,0.492653481,0.507346519,0.117547542,0.046770601,0.004047456,0.132409628,0.01252784,0.636735481,0.049961453,22155,0.474451773,14.2335532
85295,2744000.00,92589,38332,20,18987,19345,3502,1872,196,5558,552,32049,1718,45447,0.495330272,0.504669728,0.077056791,0.041190838,0.004312716,0.122296301,0.012146016,0.705195062,0.037802275,137200,3.018901138,60.37802275
85295,2249340.00,92589,38332,10,18987,19345,3502,1872,196,5558,552,32049,1718,45447,0.495330272,0.504669728,0.077056791,0.041190838,0.004312716,0.122296301,0.012146016,0.705195062,0.037802275,224934,4.949369595,49.49369595
85295,1624330.00,92589,38332,5,18987,19345,3502,1872,196,5558,552,32049,1718,45447,0.495330272,0.504669728,0.077056791,0.041190838,0.004312716,0.122296301,0.012146016,0.705195062,0.037802275,324866,7.148238608,35.74119304
85295,1175460.00,92589,38332,30,18987,19345,3502,1872,196,5558,552,32049,1718,45447,0.495330272,0.504669728,0.077056791,0.041190838,0.004312716,0.122296301,0.012146016,0.705195062,0.037802275,39182,0.862147116,25.86441349
85296,6040140.00,86833,36799,20,18170,18629,2451,1675,200,5654,555,31358,2109,44002,0.493763417,0.506236583,0.055702014,0.038066452,0.004545248,0.128494159,0.012613063,0.712649425,0.04792964,302007,6.863483478,137.2696696
85296,4800860.00,86833,36799,10,18170,18629,2451,1675,200,5654,555,31358,2109,44002,0.493763417,0.506236583,0.055702014,0.038066452,0.004545248,0.128494159,0.012613063,0.712649425,0.04792964,480086,10.91054952,109.1054952
85296,3668530.00,86833,36799,5,18170,18629,2451,1675,200,5654,555,31358,2109,44002,0.493763417,0.506236583,0.055702014,0.038066452,0.004545248,0.128494159,0.012613063,0.712649425,0.04792964,733706,16.67437844,83.37189219
85296,2192730.00,86833,36799,30,18170,18629,2451,1675,200,5654,555,31358,2109,44002,0.493763417,0.506236583,0.055702014,0.038066452,0.004545248,0.128494159,0.012613063,0.712649425,0.04792964,73091,1.661083587,49.83250761
85297,2645040.00,97788,26979,20,13463,13516,1859,1277,81,4210,397,23002,1461,32287,0.499017755,0.500982245,0.057577353,0.039551522,0.00250875,0.130393037,0.012295971,0.712422957,0.04525041,132252,4.096137764,81.92275529
85297,1944940.00,97788,26979,10,13463,13516,1859,1277,81,4210,397,23002,1461,32287,0.499017755,0.500982245,0.057577353,0.039551522,0.00250875,0.130393037,0.012295971,0.712422957,0.04525041,194494,6.023910552,60.23910552
85297,1296965.00,97788,26979,5,13463,13516,1859,1277,81,4210,397,23002,1461,32287,0.499017755,0.500982245,0.057577353,0.039551522,0.00250875,0.130393037,0.012295971,0.712422957,0.04525041,259393,8.033976523,40.16988262
85297,1128300.00,97788,26979,30,13463,13516,1859,1277,81,4210,397,23002,1461,32287,0.499017755,0.500982245,0.057577353,0.039551522,0.00250875,0.130393037,0.012295971,0.712422957,0.04525041,37610,1.164865116,34.94595348
85298,1520240.00,102975,21479,20,10483,10996,1657,930,73,2383,172,18661,626,24502,0.488058103,0.511941897,0.067627132,0.037956085,0.002979349,0.097257367,0.007019835,0.761611297,0.025548935,76012,3.102277365,62.0455473
85298,1113350.00,102975,21479,10,10483,10996,1657,930,73,2383,172,18661,626,24502,0.488058103,0.511941897,0.067627132,0.037956085,0.002979349,0.097257367,0.007019835,0.761611297,0.025548935,111335,4.543914782,45.43914782
85298,749040.00,102975,21479,5,10483,10996,1657,930,73,2383,172,18661,626,24502,0.488058103,0.511941897,0.067627132,0.037956085,0.002979349,0.097257367,0.007019835,0.761611297,0.025548935,149808,6.114113134,30.57056567
85298,701940.00,102975,21479,30,10483,10996,1657,930,73,2383,172,18661,626,24502,0.488058103,0.511941897,0.067627132,0.037956085,0.002979349,0.097257367,0.007019835,0.761611297,0.025548935,23398,0.954942454,28.64827361
85301,11433540.00,30100,60161,5,29667,30494,1436,5717,216,36960,1928,33701,20140,100098,0.493126776,0.506873224,0.014345941,0.057114028,0.002157885,0.369238147,0.019261124,0.336680054,0.201202821,2286708,22.8446922,114.223461
85301,9477390.00,30100,60161,10,29667,30494,1436,5717,216,36960,1928,33701,20140,100098,0.493126776,0.506873224,0.014345941,0.057114028,0.002157885,0.369238147,0.019261124,0.336680054,0.201202821,947739,9.468111251,94.68111251
85301,7857420.00,30100,60161,20,29667,30494,1436,5717,216,36960,1928,33701,20140,100098,0.493126776,0.506873224,0.014345941,0.057114028,0.002157885,0.369238147,0.019261124,0.336680054,0.201202821,392871,3.924863634,78.49727267
85301,1902210.00,30100,60161,30,29667,30494,1436,5717,216,36960,1928,33701,20140,100098,0.493126776,0.506873224,0.014345941,0.057114028,0.002157885,0.369238147,0.019261124,0.336680054,0.201202821,63407,0.63344922,19.00347659
85302,8114520.00,42150,36909,20,17806,19103,1808,2986,190,10752,1118,27308,5055,49217,0.48242976,0.51757024,0.036735274,0.060670094,0.003860455,0.218461101,0.022715728,0.554848934,0.102708414,405726,8.243615011,164.8723002
85302,6815510.00,42150,36909,10,17806,19103,1808,2986,190,10752,1118,27308,5055,49217,0.48242976,0.51757024,0.036735274,0.060670094,0.003860455,0.218461101,0.022715728,0.554848934,0.102708414,681551,13.84787777,138.4787777
85302,5853075.00,42150,36909,5,17806,19103,1808,2986,190,10752,1118,27308,5055,49217,0.48242976,0.51757024,0.036735274,0.060670094,0.003860455,0.218461101,0.022715728,0.554848934,0.102708414,1170615,23.78476949,118.9238475
85302,1911150.00,42150,36909,30,17806,19103,1808,2986,190,10752,1118,27308,5055,49217,0.48242976,0.51757024,0.036735274,0.060670094,0.003860455,0.218461101,0.022715728,0.554848934,0.102708414,63705,1.294369832,38.83109495
85303,3507375.00,52234,30310,5,14988,15322,1649,3004,126,17192,851,16877,9241,48940,0.494490267,0.505509733,0.03369432,0.061381283,0.002574581,0.351287291,0.017388639,0.344850838,0.188823049,701475,14.33336739,71.66683694
85303,3093920.00,52234,30310,10,14988,15322,1649,3004,126,17192,851,16877,9241,48940,0.494490267,0.505509733,0.03369432,0.061381283,0.002574581,0.351287291,0.017388639,0.344850838,0.188823049,309392,6.321863506,63.21863506
85303,2602300.00,52234,30310,20,14988,15322,1649,3004,126,17192,851,16877,9241,48940,0.494490267,0.505509733,0.03369432,0.061381283,0.002574581,0.351287291,0.017388639,0.344850838,0.188823049,130115,2.65866367,53.1732734
85303,605910.00,52234,30310,30,14988,15322,1649,3004,126,17192,851,16877,9241,48940,0.494490267,0.505509733,0.03369432,0.061381283,0.002574581,0.351287291,0.017388639,0.344850838,0.188823049,20197,0.412689007,12.38067021
85304,3083920.00,60371,25883,20,12637,13246,1189,1244,110,4975,559,21670,2125,31872,0.488235521,0.511764479,0.037305472,0.039031124,0.003451305,0.156093122,0.017538906,0.679907129,0.066672942,154196,4.837976908,96.75953815
85304,2522170.00,60371,25883,10,12637,13246,1189,1244,110,4975,559,21670,2125,31872,0.488235521,0.511764479,0.037305472,0.039031124,0.003451305,0.156093122,0.017538906,0.679907129,0.066672942,252217,7.91343499,79.1343499
85304,2126395.00,60371,25883,5,12637,13246,1189,1244,110,4975,559,21670,2125,31872,0.488235521,0.511764479,0.037305472,0.039031124,0.003451305,0.156093122,0.017538906,0.679907129,0.066672942,425279,13.34334212,66.71671059
