,Zip1,Similiarity1,Prediction1,Zip2,Similiarity2,Prediction2,Zip3,Similiarity3,Prediction3,Zip4,Similiarity4,Prediction4,Zip5,Similiarity5,Prediction5,Zip6,Similiarity6,Prediction6, MIN , MAX , Weight Avg , AVG , Median , STD , Upper Bound , Lower Bound , P1 , P2 , P3 , P4 , P5 , P6 , AVG , Flag ,,
85349,77090,0.977780849,181303.9962,77705,0.999743833,613405.7375,78641,1,305102.8486,77521,0.999999998,663056.7177,77086,0.999999974,339884.471,76301,1,93950.10235," 93,950.10 "," 663,056.72 "," 366,793.69 ",366117.3122,322493.6598,208952.3289,992974.2989,0,181303.9962,613405.7375,305102.8486,663056.7177,339884.471,93950.10235,366117.3122,1,,
85350,75208,0.982658533,120359.0804,75234,0.999984795,413728.3194,79045,0.999999999,383519.0785,78332,0.999999999,638835.5103,76111,0.99999994,286972.0342,77651,1,535730.2687," 120,359.08 "," 638,835.51 "," 397,324.51 ",396524.0486,398623.6989,166746.847,896764.5895,0,120359.0804,413728.3194,383519.0785,638835.5103,286972.0342,535730.2687,396524.0486,1,,
85351,77090,0.949527403,174547.1377,77004,0.999887435,58910.43914,75043,0.999999999,256273.3691,76240,1,397616.6445,78633,0.999999114,71183.52408,78801,1,672601.767," 58,910.44 "," 672,601.77 "," 272,685.07 ",271855.4803,215410.2534,212814.472,910298.8964,0,174547.1377,58910.43914,256273.3691,397616.6445,71183.52408,672601.767,271855.4803,1,,
85353,77090,0.995210484,238335.0278,75098,0.999973562,376992.7018,78109,1,892354.5257,75041,1,484987.6892,77034,0.999999984,275965.7069,76706,1,738750," 238,335.03 "," 892,354.53 "," 501,441.52 ",501230.9419,430990.1955,239774.419,1220554.199,0,238335.0278,376992.7018,892354.5257,484987.6892,275965.7069,738750,501230.9419,1,,
85354,79906,0.989513407,12306.73171,77003,0.99999563,249922.4549,76470,0.999999995,51367.53927,78384,0.999999997,102725.9627,79104,0.999999352,28127.84302,78832,1,25090.60865," 12,306.73 "," 249,922.45 "," 78,372.20 ",78256.85671,39747.69114,82137.92981,324670.6461,0,12306.73171,249922.4549,51367.53927,102725.9627,28127.84302,25090.60865,78256.85671,1,,
85355,79906,0.98763181,19965.07317,78255,0.999996949,65830.0131,75161,0.999999995,182280.8347,78642,0.999999994,375616.9117,79022,0.999999696,134591.2256,75236,1,67446.33804," 19,965.07 "," 375,616.91 "," 141,205.02 ",140955.0661,101018.7818,117260.6672,492737.0678,0,19965.07317,65830.0131,182280.8347,375616.9117,134591.2256,67446.33804,140955.0661,1,,
85356,79906,0.985010759,8775.219512,78101,0.999987858,183654.7533,79411,0.999999972,49248.36585,76834,0.999999963,196881.2395,76531,0.999995009,74437.17617,76834,1,196881.2395," 8,775.22 "," 196,881.24 "," 118,587.24 ",118312.999,129045.9647,76712.68713,348451.0603,0,8775.219512,183654.7533,49248.36585,196881.2395,74437.17617,196881.2395,118312.999,1,,
85361,79906,0.983248121,10144.97561,75172,0.999983442,135954.2224,78657,1,116416.198,79731,0.999999996,109129.1903,75491,0.99999763,30696.06801,76448,1,189046.3534," 10,144.98 "," 189,046.35 "," 98,811.98 ",98564.50129,112772.6941,61154.70722,282028.6229,0,10144.97561,135954.2224,116416.198,109129.1903,30696.06801,189046.3534,98564.50129,1,,
85362,78072,0.958580879,111527.599,79547,0.999937586,2603.11284,78663,0.999976424,12456.73604,79742,0.999989386,37919.02834,78932,0.998045198,28687.82161,76649,0.999999718,12406.56205," 2,603.11 "," 111,527.60 "," 33,731.82 ",34266.80998,20572.27882,36445.92527,143604.5858,0,111527.599,2603.11284,12456.73604,37919.02834,28687.82161,12406.56205,34266.80998,1,,
85363,79906,0.98147114,11634.14634,75141,0.999927124,189179.9226,75161,0.999999981,106219.591,78017,0.999999997,125975.9249,76825,0.999998468,164206.9366,79821,1,75327.58976," 11,634.15 "," 189,179.92 "," 112,400.92 ",112090.6852,116097.758,58208.19701,286715.2762,0,11634.14634,189179.9226,106219.591,125975.9249,164206.9366,75327.58976,112090.6852,1,,
85364,77083,0.989172377,378334.6848,78501,0.999987586,1075164.5,78046,0.999999997,98393.68945,75228,0.999999999,243397.5685,75228,0.999999991,243397.5685,78736,1,320793.3407," 98,393.69 "," 1,075,164.50 "," 393,272.44 ",393246.892,282095.4546,316841.5919,1343771.668,0,378334.6848,1075164.5,98393.68945,243397.5685,243397.5685,320793.3407,393246.892,1,,
85365,77090,0.988101333,296243.1806,78242,0.999963457,383598.9825,78526,1,114105.791,78155,0.999999998,1005272.73,78155,0.99999998,1005272.73,78737,1,743276.8436," 114,105.79 "," 1,005,272.73 "," 591,882.60 ",591295.0428,563437.9131,347312.6245,1633232.916,0,296243.1806,383598.9825,114105.791,1005272.73,1005272.73,743276.8436,591295.0428,1,,
85367,75219,0.977493627,158648.563,79336,0.999987067,194760.2124,77338,0.999999997,460796.2663,78076,0.999999997,90745.79609,78633,0.999999303,51850.12335,76273,1,120492.5906," 51,850.12 "," 460,796.27 "," 179,627.60 ",179548.9253,139570.5768,133821.3396,581012.9442,0,158648.563,194760.2124,460796.2663,90745.79609,51850.12335,120492.5906,179548.9253,1,,
85373,75219,0.977271498,141257.4559,77302,0.999989383,121862.4359,75771,1,217522.0609,78374,0.999999999,465227.4333,78633,0.999997203,46166.29595,75009,1,51407.21796," 46,166.30 "," 465,227.43 "," 174,031.45 ",173907.15,131559.9459,142518.0584,601461.3253,0,141257.4559,121862.4359,217522.0609,465227.4333,46166.29595,51407.21796,173907.15,1,,
85374,77090,0.991018467,280648.5689,76903,0.999990256,949346.6498,77502,1,230073.5656,78552,0.999999998,206135.4819,78028,0.999999867,1264019.634,75840,1,852800.1799," 206,135.48 "," 1,264,019.63 "," 631,027.97 ",630504.0133,566724.3744,411349.4621,1864552.399,0,280648.5689,949346.6498,230073.5656,206135.4819,1264019.634,852800.1799,630504.0133,1,,
85375,78414,0.936328619,302952.7084,76205,0.998127174,356420.1291,77506,1,235696.6279,77904,0.999999998,703427.0421,78633,0.999998765,69402.39414,77303,1,567159.5659," 69,402.39 "," 703,427.04 "," 373,261.17 ",372509.7446,329686.4188,209397.454,1000702.107,0,302952.7084,356420.1291,235696.6279,703427.0421,69402.39414,567159.5659,372509.7446,1,,
85379,77090,0.993290581,280194.8854,76117,0.999998099,365033.8041,75044,1,489481.4127,77539,0.999999999,758718.7082,78665,0.999999994,227787.6337,76531,1,690000," 227,787.63 "," 758,718.71 "," 468,746.95 ",468536.074,427257.6084,199096.2387,1065824.79,0,280194.8854,365033.8041,489481.4127,758718.7082,227787.6337,690000,468536.074,1,,
85381,75236,0.985949283,148122.1012,75215,0.999984352,340950.9193,78132,1,396716.4574,77551,0.999999999,423159.4963,75092,0.999999938,174432.9878,77351,1,461470.6708," 148,122.10 "," 461,470.67 "," 324,555.23 ",324142.1055,368833.6883,120836.6757,686652.1325,0,148122.1012,340950.9193,396716.4574,423159.4963,174432.9878,461470.6708,324142.1055,1,,
85382,75208,0.983649646,215491.0758,75766,0.999984213,543411.4019,79705,1,733845.2584,75703,0.999999998,557777.4445,78209,0.999999983,576504.5355,77082,1,301318.5254," 215,491.08 "," 733,845.26 "," 488,802.69 ",488058.0403,550594.4232,175747.6058,1015300.858,0,215491.0758,543411.4019,733845.2584,557777.4445,576504.5355,301318.5254,488058.0403,1,,
85383,78414,0.981393073,496625.7778,76710,0.999993302,1134863.584,79706,0.999999997,1705314.224,79424,0.999999999,472290.9572,78258,0.999999991,252130.9968,75227,1,134270.8266," 134,270.83 "," 1,705,314.22 "," 699,879.23 ",699249.3944,484458.3675,549789.0913,2348616.668,0,496625.7778,1134863.584,1705314.224,472290.9572,252130.9968,134270.8266,699249.3944,1,,
85387,79512,0.988202106,182286.5689,75657,0.999992248,97260.09338,75758,0.999999999,332624.0988,77418,0.999999993,220049.2948,75862,0.999993296,92282.00852,75158,1,31404.9565," 31,404.96 "," 332,624.10 "," 159,272.74 ",159317.8368,139773.3311,99127.5305,456700.4283,0,182286.5689,97260.09338,332624.0988,220049.2948,92282.00852,31404.9565,159317.8368,1,,
85388,78414,0.987329701,306280.2024,76104,0.999975283,100880.8781,78750,0.999999998,524907.3834,76033,0.999999998,625464.3073,76227,0.999999963,316390.3599,75216,1,165506.1461," 100,880.88 "," 625,464.31 "," 339,977.02 ",339904.8795,311335.2812,184842.7513,894433.1334,0,306280.2024,100880.8781,524907.3834,625464.3073,316390.3599,165506.1461,339904.8795,1,,
85390,79906,0.958008991,15671.41463,75956,0.999835719,101810.7817,75791,0.999999953,86092.25203,79401,0.999999956,160110.7093,78639,0.99999758,204522.1974,77521,1,197421.5317," 15,671.41 "," 204,522.20 "," 128,394.40 ",127604.8145,130960.7455,66789.47268,327973.2325,0,15671.41463,101810.7817,86092.25203,160110.7093,204522.1974,197421.5317,127604.8145,1,,
85392,77014,0.990232946,86546.50284,75703,0.999980468,517742.0231,75602,1,615482.0459,78218,0.999999999,609867.3836,77092,0.999999988,327595.5791,77092,1,327595.5791," 86,546.50 "," 615,482.05 "," 414,671.99 ",414138.1856,422668.8011,187917.7924,977891.5629,0,86546.50284,517742.0231,615482.0459,609867.3836,327595.5791,327595.5791,414138.1856,1,,
85395,75236,0.98129399,168268.7952,76208,0.999994422,78577.33453,77801,0.999999997,289242.055,76227,0.999999995,315522.6837,75230,0.999999932,135012.6812,76180,1,407744.6805," 78,577.33 "," 407,744.68 "," 232,595.40 ",232394.705,228755.4251,114123.2304,574764.3962,0,168268.7952,78577.33453,289242.055,315522.6837,135012.6812,407744.6805,232394.705,1,,
85396,79512,0.981886716,298940.5464,76905,0.999969357,67159.29241,77484,0.999999979,459147.2549,76015,0.999999992,466680.7185,77401,0.999999767,118132.473,77012,1,159198.8026," 67,159.29 "," 466,680.72 "," 261,430.94 ",261543.1813,229069.6745,158825.6074,738020.0035,0,298940.5464,67159.29241,459147.2549,466680.7185,118132.473,159198.8026,261543.1813,1,,
85501,79512,0.955380348,213057.6325,79007,0.999555683,556635.8065,75013,0.999999999,87421.79346,76384,1,178230.1817,75169,0.999999768,123014.2734,76569,1,180010.6667," 87,421.79 "," 556,635.81 "," 223,111.80 ",223061.7257,179120.4242,154727.0145,687242.7693,0,213057.6325,556635.8065,87421.79346,178230.1817,123014.2734,180010.6667,223061.7257,1,,
85530,78072,0.981606823,323746.7822,79734,0.999951324,28049.08408,75851,0.999999975,13176.99628,77420,0.999999941,84470.51225,78359,0.999961695,32398.15175,78567,0.999999978,29819.57774," 13,177.00 "," 323,746.78 "," 84,544.36 ",85276.85071,31108.86474,108944.6577,412110.8237,0,323746.7822,28049.08408,13176.99628,84470.51225,32398.15175,29819.57774,85276.85071,1,,
85533,78072,0.987993155,523629.5792,76932,0.999979417,259359.0144,79731,0.999999994,59334.3927,78409,0.999999825,25284.30296,76936,0.99999494,36219.09033,76701,1,137356.9517," 25,284.30 "," 523,629.58 "," 172,828.38 ",173530.5552,98345.67222,175649.525,700479.1303,0,523629.5792,259359.0144,59334.3927,25284.30296,36219.09033,137356.9517,173530.5552,1,,
85534,78072,0.991690483,460280.5693,76577,0.999996756,39192.69103,78756,0.999999938,60183.66957,75423,0.999999914,13056.74791,76252,0.999991992,46332.57056,76701,1,120739.4281," 13,056.75 "," 460,280.57 "," 122,830.42 ",123297.6127,53258.12006,154217.2337,585949.3138,0,460280.5693,39192.69103,60183.66957,13056.74791,46332.57056,120739.4281,123297.6127,1,,
85536,78072,0.985225149,96190.4703,78932,0.999988413,24742.71012,79505,0.999887209,9187.898089,76875,0.999967842,12566.24319,79034,0.998987246,27075.31546,75668,0.999999976,5841.945137," 5,841.95 "," 96,190.47 "," 29,103.04 ",29267.43038,18654.47666,30916.12945,122015.8187,0,96190.4703,24742.71012,9187.898089,12566.24319,27075.31546,5841.945137,29267.43038,1,,
85539,79906,0.983097269,8971.902439,77360,0.999977914,52657.67113,78017,0.999999999,97148.83025,75114,0.999999997,14646.37437,76834,0.999998728,201294.0269,76511,1,58408.92297," 8,971.90 "," 201,294.03 "," 72,366.59 ",72187.95468,55533.29705,64768.8449,266494.4894,0,8971.902439,52657.67113,97148.83025,14646.37437,201294.0269,58408.92297,72187.95468,1,,
85540,78072,0.994621168,569307.5495,75760,0.999977848,30930.42404,76531,0.99999994,50871.11399,79346,1,50064.41582,78140,0.999981991,67641.86296,79508,1,19472.5588," 19,472.56 "," 569,307.55 "," 130,988.94 ",131381.3209,50467.7649,196447.782,720724.6669,0,569307.5495,30930.42404,50871.11399,50064.41582,67641.86296,19472.5588,131381.3209,1,,
85541,78414,0.977481813,232020.0141,77551,0.999988388,365163.1892,75126,0.999999999,208834.9949,77523,0.999999998,684619.4608,78624,0.999999638,361385.0463,75001,1,262083.7928," 208,834.99 "," 684,619.46 "," 352,804.37 ",352351.083,311734.4196,160141.9448,832776.9173,0,232020.0141,365163.1892,208834.9949,684619.4608,361385.0463,262083.7928,352351.083,1,,
85542,78072,0.966608582,573475.2475,78657,0.999948258,69321.74506,78957,0.999999991,61262.2986,78407,0.999998637,56736.11111,79013,0.999994253,69598.05773,79034,0.999999998,161419.5584," 56,736.11 "," 573,475.25 "," 163,018.80 ",165302.1697,69459.90139,186011.9794,723338.108,0,573475.2475,69321.74506,61262.2986,56736.11111,69598.05773,161419.5584,165302.1697,1,,
85543,78072,0.971097592,607483.6634,79252,0.999937054,187125.968,76454,0.999999956,18687.17949,76936,0.999999831,42019.21845,76689,0.999994236,14713.32436,76951,1,127971.9052," 14,713.32 "," 607,483.66 "," 164,198.11 ",166333.5431,84995.56181,206865.3183,786929.4981,0,607483.6634,187125.968,18687.17949,42019.21845,14713.32436,127971.9052,166333.5431,1,,
85544,78072,0.983223861,384261.7574,79322,0.999968113,21530.87701,75859,0.999999993,11128.54556,79545,0.999996115,63257.97177,75630,0.999903703,11071.82752,76245,0.999999998,3699.839486," 3,699.84 "," 384,261.76 "," 81,647.15 ",82491.80313,16329.71129,136353.084,491551.0551,0,384261.7574,21530.87701,11128.54556,63257.97177,11071.82752,3699.839486,82491.80313,1,,
85546,75236,0.974771548,122173.4441,78219,0.999971457,663998.0459,77043,0.999999996,161839.6045,79714,0.999999999,508142.3337,76067,0.999999941,376553.3923,77030,1,78086.9324," 78,086.93 "," 663,998.05 "," 319,292.82 ",318465.6255,269196.4984,215865.8314,966063.1196,0,122173.4441,663998.0459,161839.6045,508142.3337,376553.3923,78086.9324,318465.6255,1,,
85550,79906,0.9788259,9179.121951,75225,0.999940191,28839.62352,76367,0.999999996,5239.925149,78208,0.999999969,160399.1178,76559,0.999995615,62338.6339,79563,1,332898.289," 5,239.93 "," 332,898.29 "," 100,137.52 ",99815.78521,45589.12871,116618.7122,449671.9217,0,9179.121951,28839.62352,5239.925149,160399.1178,62338.6339,332898.289,99815.78521,1,,
85551,78072,0.997632872,70684.15842,76035,0.999974167,12436.56207,78340,0.999995795,24465.07592,78340,0.999905547,24465.07592,78340,0.997455675,24465.07592,75550,0.999999977,2023.866348," 2,023.87 "," 70,684.16 "," 26,406.75 ",26423.30243,24465.07592,21453.39411,90783.48476,0,70684.15842,12436.56207,24465.07592,24465.07592,24465.07592,2023.866348,26423.30243,1,,
85552,79906,0.962896167,11512.97561,77554,0.999961306,185219.5175,75225,0.999999992,36172.29228,78934,0.999999946,358068.1629,79745,0.999996838,295125.4019,76537,1,412997.3583," 11,512.98 "," 412,997.36 "," 217,791.74 ",216515.9514,240172.4597,152943.8567,675347.5214,0,11512.97561,185219.5175,36172.29228,358068.1629,295125.4019,412997.3583,216515.9514,1,,
85553,75571,0.999224774,2638.758231,78597,0.999940878,35710.71429,79322,0.999999975,15720.80955,77872,0.9999999,78066.86747,76453,0.999725307,24804.71629,79563,1,107187.2624," 2,638.76 "," 107,187.26 "," 44,027.83 ",44021.52136,30257.71529,36744.19435,154254.1044,0,2638.758231,35710.71429,15720.80955,78066.86747,24804.71629,107187.2624,44021.52136,1,,
85554,78072,0.974540432,82187.00495,78567,0.999924762,7570.057582,78340,0.999963708,28446.42082,76678,0.9999808,46303.8674,78340,0.996405351,28446.42082,76364,0.999996004,37923.07692," 7,570.06 "," 82,187.00 "," 38,299.57 ",38479.47475,33184.74887,22834.89766,106984.1677,0,82187.00495,7570.057582,28446.42082,46303.8674,28446.42082,37923.07692,38479.47475,1,,
85602,79906,0.97312779,15832.97561,76657,0.999953357,161789.7547,78945,0.99999999,324485.0104,79347,0.999999988,47630.28286,78003,0.999998571,253933.5566,78076,1,38926.82927," 15,832.98 "," 324,485.01 "," 140,993.44 ",140433.0682,104710.0188,116658.078,490407.3021,0,15832.97561,161789.7547,324485.0104,47630.28286,253933.5566,38926.82927,140433.0682,1,,
85603,79906,0.986794162,11897.56098,75758,0.999993814,208101.2346,78562,0.999999992,11569.8951,75076,0.999999772,65374.44782,76634,0.999998671,263600.0283,79339,1,72618.50845," 11,569.90 "," 263,600.03 "," 105,733.34 ",105526.9459,68996.47814,96434.91894,394831.7027,0,11897.56098,208101.2346,11569.8951,65374.44782,263600.0283,72618.50845,105526.9459,1,,
85605,78072,0.980931709,78019.30693,76678,0.999948397,43955.8011,77538,0.999999633,26318.54305,79742,0.999979672,26526.31579,76238,0.998435085,22230,78944,1,11677.54319," 11,677.54 "," 78,019.31 "," 34,653.29 ",34787.91834,26422.42942,21543.66953,99418.92694,0,78019.30693,43955.8011,26318.54305,26526.31579,22230,11677.54319,34787.91834,1,,
85606,78072,0.974683294,197215.4703,76690,0.999989121,68527.43902,76941,0.999995051,78590.90909,77597,0.999991301,33241.32231,78672,0.999816947,4739.583333,79227,1,15458.73453," 4,739.58 "," 197,215.47 "," 65,742.73 ",66295.57643,50884.38067,64242.09876,259021.8727,0,197215.4703,68527.43902,78590.90909,33241.32231,4739.583333,15458.73453,66295.57643,1,,
85607,75236,0.941244104,85593.78708,79015,0.999424089,45472.00593,78258,0.999999999,78879.09324,79549,0.999999991,119700.1478,77703,0.999999792,188529.3673,78202,1,56631.49943," 45,472.01 "," 188,529.37 "," 95,906.81 ",95800.98347,82236.44016,47657.65925,238773.9612,0,85593.78708,45472.00593,78879.09324,119700.1478,188529.3673,56631.49943,95800.98347,1,,
85608,75219,0.975520622,46723.50389,,,,,,,75949,0.999999644,58954.37907,76155,0.999988304,33881.73568,76270,1,24112.40957," 24,112.41 "," 58,954.38 "," 40,882.28 ",27278.67137,40302.61978,13142.98036,66707.61243,0,46723.50389,,,58954.37907,33881.73568,24112.40957,40918.00705,0,,
85610,78072,0.978900134,145702.7228,77660,0.999976652,20740.86294,76636,0.999999038,5257.142857,79547,0.999999987,3400.77821,78205,0.999288064,51214.2171,79788,0.999999992,204989.339," 3,400.78 "," 204,989.34 "," 71,626.31 ",71884.17715,35977.54002,76744.3649,302117.2718,0,145702.7228,20740.86294,5257.142857,3400.77821,51214.2171,204989.339,71884.17715,1,,
85613,79906,0.992562051,9674.341463,77098,0.999882637,47062.52975,78655,0.999999021,65575.65154,75709,0.999999977,113542.608,79906,0.999984246,9674.341463,79511,1,68970.26604," 9,674.34 "," 113,542.61 "," 52,469.89 ",52416.62304,56319.09065,36207.82777,161040.1063,0,9674.341463,47062.52975,65575.65154,113542.608,9674.341463,68970.26604,52416.62304,1,,
85614,75236,0.972932248,137805.5226,78219,0.999944907,748956.5217,79106,0.999999999,459781.4116,76205,0.999999994,294290.8036,78633,0.999998919,57304.52542,75757,1,133176.2905," 57,304.53 "," 748,956.52 "," 305,973.81 ",305219.1792,216048.1631,238047.4413,1019361.503,0,137805.5226,748956.5217,459781.4116,294290.8036,57304.52542,133176.2905,305219.1792,1,,
85615,79906,0.969518836,17436.29268,75948,0.999934256,238480.2054,76085,0.999999998,31412.11501,75207,0.999999986,185519.432,78063,0.999999224,26980.97826,79201,1,91477.20068," 17,436.29 "," 238,480.21 "," 98,963.69 ",98551.03734,61444.65784,85052.16336,353707.5274,0,17436.29268,238480.2054,31412.11501,185519.432,26980.97826,91477.20068,98551.03734,1,,
85616,78072,0.96790501,895888.3663,76877,0.99998585,102679.723,78208,0.999999992,164910.0553,76559,0.999999995,64091.79617,76834,0.999999133,211734.9972,78147,1,212367.718," 64,091.80 "," 895,888.37 "," 271,941.59 ",275278.776,188322.5262,282761.2375,1123562.489,0,895888.3663,102679.723,164910.0553,64091.79617,211734.9972,212367.718,275278.776,1,,
85617,78072,0.990335423,215553.3416,76627,0.999997251,17646.40199,75859,0.999999695,6242.607121,78672,0.999998984,5180.288462,76556,0.999867558,8731.030445,76578,1,20913.50211," 5,180.29 "," 215,553.34 "," 45,438.01 ",45711.19528,13188.71622,76176.29697,274240.0862,0,215553.3416,17646.40199,6242.607121,5180.288462,8731.030445,20913.50211,45711.19528,1,,
85618,78072,0.980412195,296906.8069,79096,0.999985836,28738.68221,76537,0.999999948,112194.6759,77420,0.999998064,77467.55011,79019,0.99996391,56797.26651,76875,1,38787.6588," 28,738.68 "," 296,906.81 "," 101,176.90 ",101815.4401,67132.40831,91378.82633,375951.9191,0,296906.8069,28738.68221,112194.6759,77467.55011,56797.26651,38787.6588,101815.4401,1,,
85620,78072,0.997915774,111694.3069,79511,0.999988935,8388.106416,76649,0.999993373,12425.10699,75936,0.99997821,1591.448931,79034,0.999474332,31439.27445,76270,1,2609.905398," 1,591.45 "," 111,694.31 "," 27,995.46 ",28024.69152,10406.6067,38699.34129,144122.7154,0,111694.3069,8388.106416,12425.10699,1591.448931,31439.27445,2609.905398,28024.69152,1,,
85621,75208,0.979536095,118232.0701,76708,0.999996261,216416.5317,75232,0.999999999,269680.4063,79601,0.999999999,289823.2588,78801,0.999999927,519573.5015,75152,1,396034.5121," 118,232.07 "," 519,573.50 "," 302,254.40 ",301626.7134,279751.8326,128106.6569,685946.6841,0,118232.0701,216416.5317,269680.4063,289823.2588,519573.5015,396034.5121,301626.7134,1,,
85622,78072,0.903896021,1055261.139,75207,0.999750522,118273.5426,77480,0.999999982,174837.2275,78657,0.999999409,127560.0716,78657,0.999922291,127560.0716,76449,1,127799.7528," 118,273.54 "," 1,055,261.14 "," 276,076.68 ",288548.6341,127679.9122,343377.0505,1318679.786,0,1055261.139,118273.5426,174837.2275,127560.0716,127560.0716,127799.7528,288548.6341,1,,
85623,79906,0.977664,8745.365854,75225,0.999989061,27476.81751,78140,0.999999986,98640.25696,75640,0.999999921,11904.38247,76531,0.999993362,74183.93782,75946,1,26382.05048," 8,745.37 "," 98,640.26 "," 41,343.48 ",41222.13518,26929.434,33433.40192,141522.3409,0,8745.365854,27476.81751,98640.25696,11904.38247,74183.93782,26382.05048,41222.13518,1,,
85624,78072,0.943040868,231724.0099,77650,0.999961444,31449.72067,75859,0.999998077,6710.923355,76035,0.999985785,40770.80491,76556,0.999939548,9386.026542,76701,1,60785.15215," 6,710.92 "," 231,724.01 "," 61,859.34 ",63471.10626,36110.26279,77463.79903,295862.5033,0,231724.0099,31449.72067,6710.923355,40770.80491,9386.026542,60785.15215,63471.10626,1,,
85625,78072,0.969550612,342251.3614,77983,0.999998167,39296.04424,79096,0.999999838,33127.74541,78152,0.999999831,51444.08353,78873,0.99994657,195730.026,75968,1,5451.407329," 5,451.41 "," 342,251.36 "," 110,037.58 ",111216.778,45370.06388,120103.4592,471527.1555,0,342251.3614,39296.04424,33127.74541,51444.08353,195730.026,5451.407329,111216.778,1,,
85626,78072,0.904575981,195381.6832,75859,0.99929963,5658.418829,77872,0.999999826,54363.85542,76635,0.999993423,37352.09188,79372,0.999902766,16728.79933,75550,0.999999329,5594.272076," 5,594.27 "," 195,381.68 "," 50,210.14 ",52513.18678,27040.4456,66234.39094,251216.3596,0,195381.6832,5658.418829,54363.85542,37352.09188,16728.79933,5594.272076,52513.18678,1,,
85627,78072,0.99582889,197882.302,76064,0.999951434,17241.34078,75560,0.99999892,40922.44755,76483,0.999998826,28087.44856,79543,0.999955917,1920.711974,76044,1,11966.8597," 1,920.71 "," 197,882.30 "," 49,567.70 ",49670.18509,22664.39467,67407.16071,251891.6672,0,197882.302,17241.34078,40922.44755,28087.44856,1920.711974,11966.8597,49670.18509,1,,
85629,75236,0.988131253,151278.1793,78727,0.999980853,278443.2222,76262,0.999999999,326621.0563,75048,0.999999997,146448.7873,75189,0.999999947,140170.1878,78006,1,643109.2119," 140,170.19 "," 643,109.21 "," 281,268.92 ",281011.7741,214860.7007,177000.807,812014.195,0,151278.1793,278443.2222,326621.0563,146448.7873,140170.1878,643109.2119,281011.7741,1,,
85630,78072,0.966559453,403099.7525,79843,0.999967935,21044.38642,77482,0.999999908,100909.4987,79040,0.999999749,21845.28515,76665,0.999985193,55183.61817,76365,1,12158.77133," 12,158.77 "," 403,099.75 "," 100,688.63 ",102373.552,38514.45166,137781.967,515719.453,0,403099.7525,21044.38642,100909.4987,21845.28515,55183.61817,12158.77133,102373.552,1,,
85631,78072,0.990591468,619986.7574,77485,0.99998492,50302.82456,76457,0.999999836,45648.86641,75969,0.999999919,34934.24584,77984,0.999995502,201093.1209,78151,0.999999999,26755.39568," 26,755.40 "," 619,986.76 "," 162,402.93 ",163120.2018,47975.84548,212807.9209,801543.9644,0,619986.7574,50302.82456,45648.86641,34934.24584,201093.1209,26755.39568,163120.2018,1,,
85632,78072,0.953039287,126531.3119,76681,0.999993229,4491.12426,77853,0.99999659,5897.435897,76637,0.999986882,6757.392687,76649,0.99961042,14075.60628,76071,1,1119.193905," 1,119.19 "," 126,531.31 "," 25,690.25 ",26478.67748,6327.414292,44913.69188,161219.7531,0,126531.3119,4491.12426,5897.435897,6757.392687,14075.60628,1119.193905,26478.67748,1,,
85634,79906,0.987104812,11254.82927,75789,0.999940638,23923.7435,75103,0.999999997,137384.8786,78069,0.999999903,54553.96663,78595,0.999998325,5062.401264,79241,1,35459.63115," 5,062.40 "," 137,384.88 "," 44,678.63 ",44606.57508,29691.68732,44523.94664,178178.415,0,11254.82927,23923.7435,137384.8786,54553.96663,5062.401264,35459.63115,44606.57508,1,,
85635,75208,0.979029143,178085.398,77503,0.999985136,535983.2333,77073,0.999999999,179014.245,76018,1,596703.6828,79915,0.999999963,76201.72646,75009,1,92227.52676," 76,201.73 "," 596,703.68 "," 276,713.38 ",276369.3021,178549.8215,209414.4589,904612.6787,0,178085.398,535983.2333,179014.245,596703.6828,76201.72646,92227.52676,276369.3021,1,,
85637,78072,0.987305813,218887.5,76578,0.999977343,21236.99015,79508,0.999996858,7486.81397,78205,0.999898922,76938.52065,76453,0.9999195,19351.51069,78375,1,30085.10638," 7,486.81 "," 218,887.50 "," 61,999.65 ",62331.07364,25661.04827,73379.09999,282468.3736,0,218887.5,21236.99015,7486.81397,76938.52065,19351.51069,30085.10638,62331.07364,1,,
85638,78072,0.96516578,331915.4703,79843,0.999984409,17328.1114,76225,0.999999819,28245.39692,75479,0.999999564,17136.09467,75630,0.999934662,9563.561215,76701,1,87067.07765," 9,563.56 "," 331,915.47 "," 80,416.77 ",81875.95203,22786.75416,114753.1406,426135.3738,0,331915.4703,17328.1114,28245.39692,17136.09467,9563.561215,87067.07765,81875.95203,1,,
85641,75219,0.982311075,193664.7721,77505,0.999979119,619400.0062,75230,0.999999999,122127.3573,75048,0.999999996,147350.4524,75189,0.999999966,141033.1964,77578,1,355612.9588," 122,127.36 "," 619,400.01 "," 263,402.48 ",263198.1239,170507.6123,177247.9823,794942.0707,0,193664.7721,619400.0062,122127.3573,147350.4524,141033.1964,355612.9588,263198.1239,1,,
85643,79906,0.97705737,14468.4878,78593,0.999930118,9298.184495,76052,0.999999999,27755.42615,75021,0.999999976,83298.71324,77957,0.999999452,304670.3438,79830,1,121652.4994," 9,298.18 "," 304,670.34 "," 93,828.36 ",93523.94247,55527.06969,102589.6476,401292.8853,0,14468.4878,9298.184495,27755.42615,83298.71324,304670.3438,121652.4994,93523.94247,1,,
